Sample in Buffer,Sample in Window,TRIGGER,top_i/system_ila_0/inst/probe0_1,top_i/system_ila_0/inst/probe1_1[1:0],top_i/system_ila_0/inst/probe2_1[11:0],top_i/system_ila_0/inst/probe3_1[11:0],top_i/system_ila_0/inst/probe4_1[11:0],top_i/system_ila_0/inst/probe5_1[11:0],top_i/system_ila_0/inst/probe6_1[15:0],top_i/system_ila_0/inst/probe7_1[15:0],top_i/system_ila_0/inst/probe8_1[11:0],top_i/system_ila_0/inst/probe9_1[1:0],top_i/system_ila_0/inst/probe10_1[15:0],top_i/system_ila_0/inst/probe11_1[15:0],top_i/system_ila_0/inst/probe12_1[1:0],top_i/system_ila_0/inst/probe13_1,top_i/system_ila_0/inst/probe14_1,top_i/system_ila_0/inst/probe15_1[7:0],top_i/system_ila_0/inst/probe16_1,top_i/system_ila_0/inst/probe17_1,top_i/system_ila_0/inst/probe18_1,top_i/system_ila_0/inst/probe19_1[7:0],top_i/system_ila_0/inst/probe20_1,top_i/system_ila_0/inst/probe21_1,top_i/system_ila_0/inst/probe22_1,top_i/system_ila_0/inst/probe23_1[15:0],top_i/system_ila_0/inst/probe24_1[15:0],top_i/system_ila_0/inst/probe25_1,top_i/system_ila_0/inst/probe26_1,top_i/system_ila_0/inst/probe27_1,top_i/system_ila_0/inst/probe28_1,top_i/system_ila_0/inst/probe29_1[15:0],top_i/system_ila_0/inst/probe30_1[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX,SIGNED,UNSIGNED
2381,2381,0,1,0,2,-2046,-1506,463,-2189,-2161,1908,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,1,-4,0,1,1,1,-2675,8239
2382,2382,0,1,0,2,-2046,-1506,463,-2189,-2161,1908,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,1,-4,0,1,1,1,-2675,8239
2383,2383,0,1,0,2046,2,-671,-1347,-2191,-2160,-738,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,1,-6,0,1,1,1,-2581,8239
2384,2384,0,1,0,2046,2,-671,-1347,-2191,-2160,-738,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,1,-6,0,1,1,1,-2486,8239
2385,2385,0,1,0,-2,2046,1521,-456,-2191,-2152,-1908,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,2,-5,0,1,1,1,-2486,8239
2386,2386,0,1,0,-2,2046,1521,-456,-2191,-2152,-1908,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,2,-5,0,1,1,1,-2486,8239
2387,2387,0,1,0,-2046,-2,655,1346,-2121,-2134,738,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,2,-5,0,1,1,1,-2554,8239
2388,2388,0,1,0,-2046,-2,655,1346,-2121,-2134,738,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,2,-5,0,1,1,1,-2622,8239
2389,2389,0,1,0,2,-2046,-1506,461,-2198,-2145,1908,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-1,-3,0,1,1,1,-1153,8239
2390,2390,0,1,0,2,-2046,-1506,461,-2198,-2145,1908,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-1,-3,0,1,1,1,0,8239
2391,2391,0,1,0,2046,2,-663,-1352,-1883,-2047,-741,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,3,-2,0,1,1,1,0,8239
2392,2392,0,1,0,2046,2,-663,-1352,-1883,-2047,-741,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,3,-2,0,1,1,1,0,8239
2393,2393,0,1,0,-2,2046,1530,-425,-2299,-2034,-1907,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-10,0,0,1,1,1,0,8239
2394,2394,0,1,0,-2,2046,1530,-425,-2299,-2034,-1907,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-10,0,0,1,1,1,0,8239
2395,2395,0,1,0,-2046,-2,602,1285,-1952,-2097,741,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,17,2,0,1,1,1,0,8239
2396,2396,0,1,0,-2046,-2,602,1285,-1952,-2097,741,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,17,2,0,1,1,1,0,8239
2397,2397,0,1,0,2,-2046,-990,1257,-2503,-2162,1907,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-9,3,0,1,1,1,0,8239
2398,2398,0,1,0,2,-2046,-990,1257,-2503,-2162,1907,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-9,3,0,1,1,1,0,8239
2399,2399,0,1,0,2046,2,-518,1106,-2203,-2304,-741,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,24,4,0,1,1,1,0,8239
2400,2400,0,1,0,2046,2,-518,1106,-2203,-2304,-741,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,24,4,0,1,1,1,0,8239
2401,2401,0,1,0,-2,2046,-1027,257,-2776,-2422,-1907,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-7,4,0,1,1,1,0,8239
2402,2402,0,1,0,-2,2046,-1027,257,-2776,-2422,-1907,3,-2530,-2578,0,0,0,ff,0,0,0,00,0,1,1,-7,4,0,1,1,1,0,8239
2403,2403,0,1,0,-2046,-2,-581,-1263,-2414,-2557,738,3,-2188,-2160,3,1,1,ff,0,0,0,03,0,1,1,28,3,0,1,1,1,0,8239
2404,2404,0,1,0,-2046,-2,-581,-1263,-2414,-2557,738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,28,3,0,1,1,1,0,8192
2405,2405,0,1,0,2,-2046,1422,-439,-2837,-2586,1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-11,2,0,1,1,1,0,8192
2406,2406,0,1,0,2,-2046,1422,-439,-2837,-2586,1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-11,2,0,1,1,1,0,8192
2407,2407,0,1,0,2046,2,671,1331,-2232,-2536,-738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,20,1,0,1,1,1,0,8192
2408,2408,0,1,0,2046,2,671,1331,-2232,-2536,-738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,20,1,0,1,1,1,0,8192
2409,2409,0,1,0,-2,2046,-1501,463,-2344,-2300,-1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-23,0,0,1,1,1,0,8192
2410,2410,0,1,0,-2,2046,-1501,463,-2344,-2300,-1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-23,0,0,1,1,1,0,8192
2411,2411,0,1,0,-2046,-2,-664,-1347,-1403,-1933,738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,3,-1,0,1,1,1,0,8192
2412,2412,0,1,0,-2046,-2,-664,-1347,-1403,-1933,738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,3,-1,0,1,1,1,0,8192
2413,2413,0,1,0,2,-2046,1520,-451,-1213,-1373,1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-27,-2,0,1,1,1,0,8192
2414,2414,0,1,0,2,-2046,1520,-451,-1213,-1373,1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-27,-2,0,1,1,1,0,8192
2415,2415,0,1,0,2046,2,662,1347,-44,-719,-738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-7,-2,0,1,1,1,0,8192
2416,2416,0,1,0,2046,2,662,1347,-44,-719,-738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-7,-2,0,1,1,1,0,8192
2417,2417,0,1,0,-2,2046,-1517,458,261,28,-1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-8,-1,0,1,1,1,0,8192
2418,2418,0,1,0,-2,2046,-1517,458,261,28,-1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,-8,-1,0,1,1,1,0,8192
2419,2419,0,1,0,-2046,-2,-655,-1346,1329,727,738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,1,0,0,1,1,1,0,8192
2420,2420,0,1,0,-2046,-2,-655,-1346,1329,727,738,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,1,0,0,1,1,1,0,8192
2421,2421,0,1,0,2,-2046,1528,-454,1547,1422,1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,18,0,0,1,1,1,0,8192
2422,2422,0,1,0,2,-2046,1528,-454,1547,1422,1908,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,18,0,0,1,1,1,0,8192
2423,2423,0,1,0,2046,2,650,1351,2109,1845,-741,3,-2188,-2160,3,1,0,ff,0,0,0,03,0,1,1,5,1,0,1,1,1,0,8192
2424,2424,0,1,0,2046,2,650,1351,2109,1845,-741,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,5,1,0,1,1,1,0,8192
2425,2425,0,1,0,-2,2046,-1521,435,2353,2228,-1907,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,15,1,0,1,1,1,0,8192
2426,2426,0,1,0,-2,2046,-1521,435,2353,2228,-1907,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,15,1,0,1,1,1,0,8192
2427,2427,0,1,0,-2046,-2,-610,-1282,2561,2481,741,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,8,1,0,1,1,1,0,8192
2428,2428,0,1,0,-2046,-2,-610,-1282,2561,2481,741,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,8,1,0,1,1,1,0,8192
2429,2429,0,1,0,2,-2046,999,-1254,2655,2619,1907,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,6,1,0,1,1,1,0,8192
2430,2430,0,1,0,2,-2046,999,-1254,2655,2619,1907,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,6,1,0,1,1,1,0,8192
2431,2431,0,1,0,2046,2,515,-1098,2705,2692,-741,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,2,1,0,1,1,1,0,8192
2432,2432,0,1,0,2046,2,515,-1098,2705,2692,-741,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,2,1,1,1,1,1,0,8192
2433,2433,0,1,0,-2,2046,1032,-256,2713,2707,-1907,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,1,0,1,1,1,1,0,8192
2434,2434,0,1,0,-2,2046,1032,-256,2713,2707,-1907,3,-2188,-2160,3,1,0,00,0,0,0,03,0,1,1,1,0,1,1,1,1,0,8192
2435,2435,0,1,0,-2046,-2,574,1264,2672,2682,738,3,-2776,-2422,3,1,1,00,0,0,0,03,0,1,1,0,0,1,1,1,1,0,8192
2436,2436,0,1,0,-2046,-2,574,1264,2672,2682,738,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,0,0,1,1,1,1,0,8192
2437,2437,0,1,0,2,-2046,-1412,442,2555,2600,1908,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-1,0,1,1,1,1,0,8192
2438,2438,0,1,0,2,-2046,-1412,442,2555,2600,1908,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-1,0,1,1,1,1,0,8192
2439,2439,0,1,0,2046,2,-671,-1330,2334,2453,-738,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-4,1,1,1,1,1,0,8192
2440,2440,0,1,0,2046,2,-671,-1330,2334,2453,-738,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-4,1,1,1,1,1,0,8192
2441,2441,0,1,0,-2,2046,1512,-457,2048,2204,-1908,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-9,0,1,1,1,1,0,8192
2442,2442,0,1,0,-2,2046,1512,-457,2048,2204,-1908,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-9,0,1,1,1,1,0,8192
2443,2443,0,1,0,-2046,-2,660,1346,1471,1792,738,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-11,1,1,1,1,1,0,8192
2444,2444,0,1,0,-2046,-2,660,1346,1471,1792,738,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-11,1,1,1,1,1,0,8192
2445,2445,0,1,0,2,-2046,-1509,453,1150,1347,1908,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-16,0,1,1,1,1,0,8192
2446,2446,0,1,0,2,-2046,-1509,453,1150,1347,1908,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-16,0,1,1,1,1,0,8192
2447,2447,0,1,0,2046,2,-669,-1348,44,705,-741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-8,1,1,1,1,1,0,8192
2448,2448,0,1,0,2046,2,-669,-1348,44,705,-741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-8,1,1,1,1,1,0,8192
2449,2449,0,1,0,-2,2046,1530,-452,-278,-39,-1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-8,0,1,1,1,1,0,8192
2450,2450,0,1,0,-2,2046,1530,-452,-278,-39,-1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,-8,0,1,1,1,1,0,8192
2451,2451,0,1,0,-2046,-2,646,1342,-1337,-734,741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,1,0,1,1,1,1,1388,8192
2452,2452,0,1,0,-2046,-2,646,1342,-1337,-734,741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,1,0,1,1,1,1,2599,8192
2453,2453,0,1,0,2,-2046,-1513,453,-1557,-1432,1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,19,-1,1,1,1,1,2542,8192
2454,2454,0,1,0,2,-2046,-1513,453,-1557,-1432,1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,19,-1,1,1,1,1,2485,8192
2455,2455,0,1,0,2046,2,-655,-1356,-2116,-1852,-741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,5,-1,1,1,1,1,2485,8192
2456,2456,0,1,0,2046,2,-655,-1356,-2116,-1852,-741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,5,-1,1,1,1,1,2485,8192
2457,2457,0,1,0,-2,2046,1533,-425,-2356,-2236,-1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,15,-1,1,1,1,1,2599,8192
2458,2458,0,1,0,-2,2046,1533,-425,-2356,-2236,-1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,15,-1,1,1,1,1,2711,8192
2459,2459,0,1,0,-2046,-2,599,1285,-2561,-2488,741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,8,0,1,1,1,1,2002,8192
2460,2460,0,1,0,-2046,-2,599,1285,-2561,-2488,741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,8,0,1,1,1,1,1292,8192
2461,2461,0,1,0,2,-2046,-989,1254,-2656,-2627,1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,5,0,1,1,1,1,1292,8192
2462,2462,0,1,0,2,-2046,-989,1254,-2656,-2627,1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,5,0,1,1,1,1,1292,8192
2463,2463,0,1,0,2046,2,-523,1105,-2706,-2694,-741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,2,1,1,1,1,1,837,8192
2464,2464,0,1,0,2046,2,-523,1105,-2706,-2694,-741,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,2,1,0,1,1,1,381,8192
2465,2465,0,1,0,-2,2046,-1014,253,-2709,-2707,-1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,0,2,0,1,1,1,381,8192
2466,2466,0,1,0,-2,2046,-1014,253,-2709,-2707,-1907,3,-2776,-2422,3,1,0,00,0,0,0,03,0,1,1,0,2,0,1,1,1,381,8192
2467,2467,0,1,0,-2046,-2,-577,-1266,-2668,-2680,741,0,2705,2692,3,1,1,00,0,0,0,03,0,1,1,0,3,0,1,1,1,119,8192
2468,2468,0,1,0,-2046,-2,-577,-1266,-2668,-2680,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,0,3,0,1,1,1,-145,8206
2469,2469,0,1,0,2,-2046,1435,-434,-2555,-2599,1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-1,3,0,1,1,1,-145,8206
2470,2470,0,1,0,2,-2046,1435,-434,-2555,-2599,1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-1,3,0,1,1,1,-145,8206
2471,2471,0,1,0,2046,2,661,1330,-2334,-2450,-741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-4,3,0,1,1,1,-587,8206
2472,2472,0,1,0,2046,2,661,1330,-2334,-2450,-741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-4,3,0,1,1,1,-1029,8206
2473,2473,0,1,0,-2,2046,-1491,458,-2049,-2200,-1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-9,2,0,1,1,1,-1775,8206
2474,2474,0,1,0,-2,2046,-1491,458,-2049,-2200,-1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-9,2,0,1,1,1,-2522,8206
2475,2475,0,1,0,-2046,-2,-665,-1348,-1472,-1788,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-10,1,0,1,1,1,-2522,8206
2476,2476,0,1,0,-2046,-2,-665,-1348,-1472,-1788,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-10,1,0,1,1,1,-2522,8206
2477,2477,0,1,0,2,-2046,1530,-454,-1154,-1349,1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-16,-1,0,1,1,1,-2579,8206
2478,2478,0,1,0,2,-2046,1530,-454,-1154,-1349,1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-16,-1,0,1,1,1,-2638,8206
2479,2479,0,1,0,2046,2,653,1345,-49,-707,-741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-8,-2,0,1,1,1,-2638,8206
2480,2480,0,1,0,2046,2,653,1345,-49,-707,-741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-8,-2,0,1,1,1,-2638,8206
2481,2481,0,1,0,-2,2046,-1509,448,275,36,-1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-8,-4,0,1,1,1,-2668,8206
2482,2482,0,1,0,-2,2046,-1509,448,275,36,-1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,-8,-4,0,1,1,1,-2699,8206
2483,2483,0,1,0,-2046,-2,-657,-1342,1336,726,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,1,-4,0,1,1,1,-1346,8206
2484,2484,0,1,0,-2046,-2,-657,-1342,1336,726,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,1,-4,0,1,1,1,0,8206
2485,2485,0,1,0,2,-2046,1523,-456,1556,1423,1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,19,-4,0,1,1,1,2703,8206
2486,2486,0,1,0,2,-2046,1523,-456,1556,1423,1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,19,-4,0,1,1,1,2709,8206
2487,2487,0,1,0,2046,2,651,1350,2119,1844,-741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,6,-3,0,1,1,1,2417,8206
2488,2488,0,1,0,2046,2,651,326,2119,1844,-741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,6,-3,0,1,1,1,2126,8206
2489,2489,0,1,0,-2,2046,-1508,453,2363,2228,-1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,16,-2,0,1,1,1,2126,8206
2490,2490,0,1,0,-2,2046,-1508,453,2363,2228,-1907,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,16,-2,0,1,1,1,2126,8206
2491,2491,0,1,0,-2046,-2,-664,-1345,2573,2477,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,9,0,0,1,1,1,1878,8206
2492,2492,0,1,0,-2046,-2,-664,-321,2573,2477,741,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,9,0,0,1,1,1,1631,8206
2493,2493,0,1,0,2,-2046,1523,-453,2666,2617,1906,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,7,2,0,1,1,1,1631,8206
2494,2494,0,1,0,2,-2046,1523,-453,2666,2617,1906,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,7,2,0,1,1,1,1631,8206
2495,2495,0,1,0,2046,2,658,1347,2718,2686,-744,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,3,3,0,1,1,1,1439,8206
2496,2496,0,1,0,2046,2,658,323,2718,2686,-744,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,3,3,0,1,0,1,1248,8206
2497,2497,0,1,0,-2,2046,-1513,453,2726,2699,-1906,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,2,5,0,1,0,1,1248,8206
2498,2498,0,1,0,-2,2046,-1513,453,2726,2699,-1906,0,2705,2692,3,1,0,00,0,0,0,03,0,1,1,2,5,0,1,0,1,1248,8206
2499,2499,0,1,0,-2046,-2,-663,-1348,2684,2672,741,3,-2606,-2613,0,0,1,00,0,0,0,00,0,1,1,2,4,0,1,0,1,811,8206
2500,2500,0,1,0,-2046,-2,-663,-323,2684,2672,741,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,2,4,0,1,0,1,374,8293
2501,2501,0,1,0,2,-2046,1524,-449,2568,2591,1907,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,0,4,0,1,0,1,-805,8293
2502,2502,0,1,0,2,-2046,1524,-449,2568,2591,1907,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,0,4,0,1,0,1,-1984,8293
2503,2503,0,1,0,2046,2,649,1343,2345,2444,-741,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-2,2,0,1,0,1,-1984,8293
2504,2504,0,1,0,2046,2,649,319,2345,2444,-741,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-2,2,0,1,0,1,-1984,8293
2505,2505,0,1,0,-2,2046,-1505,454,2057,2199,-1907,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-8,0,0,1,0,1,-2140,8293
2506,2506,0,1,0,-2,2046,-1505,198,2057,2199,-1907,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-8,0,0,1,0,1,-2296,8293
2507,2507,0,1,3,2046,2,-661,-1348,1480,1789,738,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-10,-3,0,1,0,1,-2296,8293
2508,2508,0,1,3,2046,2,-661,-324,1480,1789,738,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-10,-3,0,1,0,1,-2296,8293
2509,2509,0,1,3,-2,2046,1526,-453,1158,1350,1908,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-16,-4,0,1,0,1,-2411,8293
2510,2510,0,1,3,-2,2046,1526,1851,1158,1350,1908,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-16,-4,0,1,0,1,-2525,8293
2511,2511,0,1,3,-2046,-2,660,1351,48,711,-738,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-8,-6,0,1,0,1,-2525,8293
2512,2512,0,1,3,-2046,-2,660,327,48,711,-738,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-8,-6,0,1,0,1,-2525,8293
2513,2513,0,1,3,2,-2046,-1506,455,-276,-29,-1908,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-8,-6,0,1,0,1,-2584,8293
2514,2514,0,1,3,2,-2046,-1506,199,-276,-29,-1908,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,-8,-6,0,1,0,1,0,8293
2515,2515,0,1,3,2046,2,-660,-1342,-1338,-723,741,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,1,-6,0,1,0,1,0,8293
2516,2516,0,1,3,2046,2,-660,-318,-1338,-723,741,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,1,-6,0,1,0,1,0,8293
2517,2517,0,1,3,-2,2046,1524,-450,-1561,-1420,1907,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,19,-4,0,1,0,1,2576,8293
2518,2518,0,1,3,-2,2046,1524,1854,-1561,-1420,1907,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,19,-4,0,1,0,1,2576,8293
2519,2519,0,1,3,-2046,-2,658,1340,-2125,-1841,-741,3,-2606,-2613,0,0,0,00,0,0,0,00,0,1,1,6,-3,0,1,0,1,2484,8293
2520,2520,0,1,3,-2046,-2,658,316,-2125,-1841,-741,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,6,-3,0,1,0,1,2392,8293
2521,2521,0,1,3,2,-2046,-1507,463,-2365,-2225,-1907,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,17,-1,0,1,0,1,2392,8293
2522,2522,0,1,3,2,-2046,-1507,207,-2365,-2225,-1907,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,17,-1,0,1,0,1,2392,8293
2523,2523,0,1,3,2046,2,-663,-1354,-2571,-2476,744,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,9,1,0,1,0,1,2258,8293
2524,2524,0,1,3,2046,2,-663,-330,-2571,-2476,744,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,9,1,0,1,0,1,2124,8293
2525,2525,0,1,3,-2,2046,1522,-454,-2667,-2619,1906,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,7,3,0,1,0,1,2124,8293
2526,2526,0,1,3,-2,2046,1522,1850,-2667,-2619,1906,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,7,3,0,1,0,1,2124,8293
2527,2527,0,1,3,-2046,-2,662,1342,-2721,-2688,-741,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,3,4,0,1,0,1,1877,8293
2528,2528,0,1,3,-2046,-2,662,318,-2721,-2688,-741,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,3,4,1,1,0,1,1630,8293
2529,2529,0,1,3,2,-2046,-1504,460,-2724,-2700,-1907,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,2,5,1,1,0,1,299,8293
2530,2530,0,1,3,2,-2046,-1504,204,-2724,-2700,-1907,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,2,5,1,1,0,1,-1031,8293
2531,2531,0,1,3,2046,2,-667,-1351,-2681,-2674,741,3,-2606,-2613,0,0,0,ff,0,0,0,00,0,1,1,1,4,1,1,0,1,-1031,8293
2532,2532,0,1,3,2046,2,-667,-328,-2681,-2674,741,0,2684,2672,3,1,1,ff,0,0,0,03,0,1,1,1,4,1,1,0,1,-1031,8293
2533,2533,0,1,3,-2,2046,1526,-452,-2569,-2595,1908,0,2684,2672,3,1,0,ff,0,0,0,03,0,1,1,0,4,1,1,0,1,-1260,8063
2534,2534,0,1,3,-2,2046,1526,-452,-2569,-2595,1908,0,2684,2672,3,1,0,ff,0,0,0,03,0,1,1,0,4,1,1,0,1,-1490,8063
2535,2535,0,1,3,-2046,-2,658,1342,-2349,-2445,-738,0,2684,2672,3,1,0,ff,0,0,0,03,0,1,1,-3,2,1,1,0,1,-1490,8063
