Sample in Buffer,Sample in Window,TRIGGER,top_i/system_ila_0/inst/probe0_1,top_i/system_ila_0/inst/probe1_1[1:0],top_i/system_ila_0/inst/probe2_1[11:0],top_i/system_ila_0/inst/probe3_1[11:0],top_i/system_ila_0/inst/probe4_1[11:0],top_i/system_ila_0/inst/probe5_1[11:0],top_i/system_ila_0/inst/probe6_1[15:0],top_i/system_ila_0/inst/probe7_1[15:0],top_i/system_ila_0/inst/probe8_1[11:0],top_i/system_ila_0/inst/probe9_1[1:0],top_i/system_ila_0/inst/probe10_1[15:0],top_i/system_ila_0/inst/probe11_1[15:0],top_i/system_ila_0/inst/probe12_1[1:0],top_i/system_ila_0/inst/probe13_1,top_i/system_ila_0/inst/probe14_1,top_i/system_ila_0/inst/probe15_1[7:0],top_i/system_ila_0/inst/probe16_1,top_i/system_ila_0/inst/probe17_1,top_i/system_ila_0/inst/probe18_1,top_i/system_ila_0/inst/probe19_1[7:0],top_i/system_ila_0/inst/probe20_1,top_i/system_ila_0/inst/probe21_1,top_i/system_ila_0/inst/probe22_1,top_i/system_ila_0/inst/probe23_1[15:0],top_i/system_ila_0/inst/probe24_1[15:0],top_i/system_ila_0/inst/probe25_1,top_i/system_ila_0/inst/probe26_1,top_i/system_ila_0/inst/probe27_1,top_i/system_ila_0/inst/probe28_1,top_i/system_ila_0/inst/probe29_1[15:0],top_i/system_ila_0/inst/probe30_1[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,SIGNED,SIGNED,HEX,HEX,HEX,HEX,SIGNED,UNSIGNED
0,0,0,1,3,-2046,-2,519,-85,2198,2308,-741,0,2198,2160,0,0,0,ff,0,0,0,00,0,1,0,23,0,0,0,0,0,0,8192
1,1,0,1,3,2,-2046,1033,-250,2775,2425,-1907,0,2198,2160,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
2,2,0,1,3,2,-2046,1033,-506,2775,2425,-1907,0,2198,2160,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
3,3,0,1,3,2046,2,572,1265,2412,2557,741,0,2189,2161,0,0,1,ff,0,0,0,00,0,1,0,27,0,0,0,0,0,0,8192
4,4,0,1,3,2046,2,572,241,2412,2557,741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,27,0,0,0,0,0,0,8192
5,5,0,1,3,-2,2046,-1420,437,2833,2586,1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-11,0,0,0,0,0,0,8192
6,6,0,1,3,-2,2046,-1420,181,2833,2586,1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-11,0,0,0,0,0,0,8192
7,7,0,1,3,-2046,-2,-667,-1335,2225,2539,-741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,20,0,0,0,0,0,0,8192
8,8,0,1,3,-2046,-2,-667,-311,2225,2539,-741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,20,0,0,0,0,0,0,8192
9,9,0,1,3,2,-2046,1512,-452,2340,2303,-1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-23,0,0,0,0,0,0,8192
10,10,0,1,3,2,-2046,1512,1852,2340,2303,-1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-23,0,0,0,0,0,0,8192
11,11,0,1,0,-2046,-2,659,1354,1398,1934,741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,2,0,0,0,0,0,0,8192
12,12,0,1,0,-2046,-2,659,330,1398,1934,741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,2,0,0,0,0,0,0,8192
13,13,0,1,0,2,-2046,-1518,444,1203,1370,1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-28,0,0,0,0,0,0,8192
14,14,0,1,0,2,-2046,-1518,188,1203,1370,1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-28,0,0,0,0,0,0,8192
15,15,0,1,0,2046,2,-657,-1347,33,720,-741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-7,0,0,0,0,0,0,8192
16,16,0,1,0,2046,2,-657,-324,33,720,-741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-7,0,0,0,0,0,0,8192
17,17,0,1,0,-2,2046,1523,-450,-267,-29,-1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
18,18,0,1,0,-2,2046,1523,-194,-267,-29,-1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
19,19,0,1,0,-2046,-2,652,1357,-1337,-730,741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
20,20,0,1,0,-2046,-2,652,333,-1337,-730,741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
21,21,0,1,0,2,-2046,-1515,449,-1558,-1425,1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,19,0,0,0,0,0,0,8192
22,22,0,1,0,2,-2046,-1515,192,-1558,-1425,1907,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,19,0,0,0,0,0,0,8192
23,23,0,1,0,2046,2,-665,-1348,-2116,-1847,-741,0,2189,2161,0,0,0,ff,0,0,0,00,0,1,0,6,0,0,0,0,0,0,8192
24,24,0,1,0,2046,2,-665,-324,-2116,-1847,-741,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,6,0,0,0,0,0,0,8192
25,25,0,1,0,-2,2046,1539,-437,-2353,-2232,-1907,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,16,0,0,0,0,0,0,8192
26,26,0,1,0,-2,2046,1539,-181,-2353,-2232,-1907,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,16,0,0,0,0,0,0,8192
27,27,0,1,0,-2046,-2,594,1288,-2558,-2487,741,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,8,0,0,0,0,0,0,8192
28,28,0,1,0,-2046,-2,594,1288,-2558,-2487,741,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,8,0,0,0,0,0,0,8192
29,29,0,1,0,2,-2046,-982,1255,-2652,-2630,1907,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,5,0,0,0,0,0,0,8192
30,30,0,1,0,2,-2046,-982,1255,-2652,-2630,1907,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,5,0,0,0,0,0,0,8192
31,31,0,1,0,2046,2,-516,1111,-2702,-2698,-741,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
32,32,0,1,0,2046,2,-516,87,-2702,-2698,-741,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
33,33,0,1,0,-2,2046,-1025,253,-2705,-2714,-1907,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,0,0,0,0,0,0,0,8192
34,34,0,1,0,-2,2046,-1025,253,-2705,-2714,-1907,0,2189,2161,0,0,0,00,0,0,0,00,0,1,0,0,0,0,0,0,0,0,8192
35,35,0,1,0,-2046,-2,-576,-1260,-2662,-2689,741,0,2665,2375,0,0,1,00,0,0,0,00,0,1,0,-1,0,0,0,0,0,0,8192
36,36,0,1,0,-2046,-2,-576,-492,-2662,-2689,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-1,0,0,0,0,0,0,8192
37,37,0,1,0,2,-2046,1416,-446,-2550,-2610,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-3,0,0,0,0,0,0,8192
38,38,0,1,0,2,-2046,1416,-446,-2550,-2610,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-3,0,0,0,0,0,0,8192
39,39,0,1,0,2046,2,672,1333,-2333,-2458,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-5,1,0,0,0,0,0,8192
40,40,0,1,0,2046,2,672,309,-2333,-2458,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-5,1,0,0,0,0,0,8192
41,41,0,1,0,-2,2046,-1504,454,-2047,-2207,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-10,0,0,0,0,0,0,8192
42,42,0,1,0,-2,2046,-1504,454,-2047,-2207,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-10,0,0,0,0,0,0,8192
43,43,0,1,3,2046,2,-668,-1346,-1470,-1795,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-11,1,0,0,0,0,0,8192
44,44,0,1,3,2046,2,-668,-1346,-1470,-1795,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-11,1,0,0,0,0,0,8192
45,45,0,1,3,-2,2046,1525,-455,-1153,-1352,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-17,0,0,0,0,0,0,8192
46,46,0,1,3,-2,2046,1525,-455,-1153,-1352,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-17,0,0,0,0,0,0,8192
47,47,0,1,3,-2046,-2,648,1351,-46,-709,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-8,1,0,0,0,0,0,8192
48,48,0,1,3,-2046,-2,648,327,-46,-709,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-8,1,0,0,0,0,0,8192
49,49,0,1,3,2,-2046,-1495,455,276,36,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
50,50,0,1,3,2,-2046,-1495,198,276,36,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,-8,0,0,0,0,0,2330,8192
51,51,0,1,3,2046,2,-672,-1348,1337,729,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,1,0,0,0,0,0,2519,8192
52,52,0,1,3,2046,2,-672,-324,1337,729,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,1,0,0,0,0,0,2709,8192
53,53,0,1,3,-2,2046,1537,-452,1557,1426,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,19,-1,0,0,0,0,2709,8192
54,54,0,1,3,-2,2046,1537,-196,1557,1426,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,19,-1,0,0,0,0,2709,8192
55,55,0,1,3,-2046,-2,641,1353,2118,1846,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,5,0,0,0,0,0,2545,8192
56,56,0,1,3,-2046,-2,641,329,2118,1846,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,5,0,0,0,0,0,2381,8192
57,57,0,1,3,2,-2046,-1522,430,2360,2231,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,16,-1,0,0,0,0,2381,8192
58,58,0,1,3,2,-2046,-1522,430,2360,2231,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,16,-1,0,0,0,0,2381,8192
59,59,0,1,3,2046,2,-608,-1294,2566,2480,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,9,-1,0,0,0,0,2351,8192
60,60,0,1,3,2046,2,-608,-1294,2566,2480,741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,9,-1,0,0,0,0,2321,8192
61,61,0,1,3,-2,2046,998,-1250,2660,2621,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,6,0,0,0,0,0,2321,8192
62,62,0,1,3,-2,2046,998,-1250,2660,2621,1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,6,0,0,0,0,0,2321,8192
63,63,0,1,3,-2046,-2,517,-1104,2709,2689,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,3,1,0,0,0,0,1993,8192
64,64,0,1,3,-2046,-2,517,-1104,2709,2689,-741,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,3,1,0,0,0,0,1666,8192
65,65,0,1,3,2,-2046,1029,-254,2716,2705,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,1,2,0,0,0,0,316,8192
66,66,0,1,3,2,-2046,1029,-254,2716,2705,-1907,0,2665,2375,0,0,0,00,0,0,0,00,0,1,0,1,2,0,0,0,0,-1034,8192
67,67,0,1,3,2046,2,574,1272,2674,2677,741,3,-2684,-2702,0,0,1,00,0,0,0,00,0,1,0,0,2,0,0,0,0,-1034,8192
68,68,0,1,3,2046,2,574,248,2674,2677,741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,0,2,0,0,0,0,-1034,8062
69,69,0,1,3,-2,2046,-1417,438,2558,2600,1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-1,3,0,0,0,0,-1263,8062
70,70,0,1,3,-2,2046,-1417,438,2558,2600,1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-1,3,0,0,0,0,-1492,8062
71,71,0,1,3,-2046,-2,-672,-1326,2338,2451,-741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-4,3,0,0,0,0,-1492,8062
72,72,0,1,3,-2046,-2,-672,-302,2338,2451,-741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-4,3,0,0,0,0,-1492,8062
73,73,0,1,3,2,-2046,1507,-460,2053,2204,-1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-9,2,0,0,0,0,-1737,8062
74,74,0,1,3,2,-2046,1507,-460,2053,2204,-1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-9,2,0,0,0,0,-1982,8062
75,75,0,1,0,-2046,-2,658,1349,1476,1794,741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-10,1,0,0,0,0,-1982,8062
76,76,0,1,0,-2046,-2,658,1349,1476,1794,741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-10,1,0,0,0,0,-1982,8062
77,77,0,1,0,2,-2046,-1510,459,1156,1351,1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-16,-1,0,0,0,0,-2138,8062
78,78,0,1,0,2,-2046,-1510,459,1156,1351,1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-16,-1,0,0,0,0,-2293,8062
79,79,0,1,0,2046,2,-667,-1353,45,711,-741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-8,-3,0,0,0,0,-2502,8062
80,80,0,1,0,2046,2,-667,-1353,45,711,-741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-8,-3,0,0,0,0,-2710,8062
81,81,0,1,0,-2,2046,1521,-454,-279,-29,-1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-8,-4,0,0,0,0,-1357,8062
82,82,0,1,0,-2,2046,1521,-454,-279,-29,-1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,-8,-4,0,0,0,0,2709,8062
83,83,0,1,0,-2046,-2,655,1343,-1341,-724,741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,1,-4,0,0,0,0,2693,8062
84,84,0,1,0,-2046,-2,655,1343,-1341,-724,741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,1,-4,0,0,0,0,2675,8062
85,85,0,1,0,2,-2046,-1514,459,-1568,-1419,1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,19,-4,0,0,0,0,2675,8062
86,86,0,1,0,2,-2046,-1514,459,-1568,-1419,1907,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,19,-4,0,0,0,0,2675,8062
87,87,0,1,0,2046,2,-671,-1357,-2130,-1839,-741,3,-2684,-2702,0,0,0,00,0,0,0,00,0,1,0,6,-3,0,0,0,0,2628,8062
88,88,0,1,0,2046,2,-671,-1357,-2130,-1839,-741,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,6,-3,0,0,0,0,2580,8062
89,89,0,1,0,-2,2046,1528,-433,-2372,-2223,-1907,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,17,-2,0,0,0,0,2580,8062
90,90,0,1,0,-2,2046,1528,-433,-2372,-2223,-1907,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,17,-2,0,0,0,0,2580,8062
91,91,0,1,0,-2046,-2,604,1285,-2581,-2477,741,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,10,0,0,0,0,0,2488,8062
92,92,0,1,0,-2046,-2,604,1285,-2581,-2477,741,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,10,0,0,0,0,0,2395,8062
93,93,0,1,0,2,-2046,-983,1258,-2676,-2618,1906,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,8,3,0,0,0,0,1387,8062
94,94,0,1,0,2,-2046,-983,1258,-2676,-2618,1906,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,8,3,0,0,0,0,377,8062
95,95,0,1,0,2046,2,-513,1106,-2724,-2686,-744,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,4,4,0,0,0,0,377,8062
96,96,0,1,0,2046,2,-513,1106,-2724,-2686,-744,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,4,4,0,0,0,0,377,8062
97,97,0,1,0,-2,2046,-1029,255,-2727,-2702,-1906,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,3,5,0,0,0,0,110,8062
98,98,0,1,0,-2,2046,-1029,255,-2727,-2702,-1906,3,-2684,-2702,0,0,0,ff,0,0,0,00,0,1,0,3,5,0,0,0,0,-156,8062
99,99,0,1,0,-2046,-2,-572,-1266,-2682,-2678,741,0,2712,2697,0,0,1,ff,0,0,0,00,0,1,0,2,4,0,0,0,0,-156,8062
100,100,0,1,0,-2046,-2,-572,-1522,-2682,-2678,741,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,2,4,0,0,0,0,-156,8172
101,101,0,1,0,2,-2046,1405,-445,-2566,-2600,1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,0,4,0,0,0,0,-594,8172
102,102,0,1,0,2,-2046,1405,-445,-2566,-2600,1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,0,4,0,0,0,0,-1034,8172
103,103,0,1,0,2046,2,671,1326,-2347,-2450,-741,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-3,1,0,0,0,0,-1034,8172
104,104,0,1,0,2046,2,671,1326,-2347,-2450,-741,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-3,1,0,0,0,0,-1034,8172
105,105,0,1,0,-2,2046,-1504,465,-2056,-2199,-1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,-1263,8172
106,106,0,1,0,-2,2046,-1504,465,-2056,-2199,-1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,-1492,8172
107,107,0,1,3,2046,2,-670,-1351,-1476,-1788,738,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-10,-3,0,0,0,0,-2066,8172
108,108,0,1,3,2046,2,-670,-327,-1476,-1788,738,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-10,-3,0,0,0,0,-2641,8172
109,109,0,1,3,-2,2046,1523,-455,-1157,-1350,1908,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-16,-5,0,0,0,0,-2641,8172
110,110,0,1,3,-2,2046,1523,-455,-1157,-1350,1908,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-16,-5,0,0,0,0,-2641,8172
111,111,0,1,3,-2046,-2,654,1339,-50,-706,-738,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2670,8172
112,112,0,1,3,-2046,-2,654,1339,-50,-706,-738,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2700,8172
113,113,0,1,3,2,-2046,-1503,461,274,36,-1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-1345,8172
114,114,0,1,3,2,-2046,-1503,461,274,36,-1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,-8,-6,0,0,0,0,0,8172
115,115,0,1,3,2046,2,-669,-1355,1336,730,741,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8172
116,116,0,1,3,2046,2,-669,-1355,1336,730,741,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8172
117,117,0,1,3,-2,2046,1532,-448,1555,1425,1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,19,-5,0,0,0,0,1358,8172
118,118,0,1,3,-2,2046,1532,-448,1555,1425,1907,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,19,-5,0,0,0,0,2710,8172
119,119,0,1,3,-2046,-2,642,1347,2116,1846,-741,0,2712,2697,0,0,0,ff,0,0,0,00,0,1,0,5,-3,0,0,0,0,2692,8172
120,120,0,1,3,-2046,-2,642,323,2116,1846,-741,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,5,-3,0,0,0,0,2675,8172
121,121,0,1,3,2,-2046,-1522,431,2358,2228,-1906,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,16,-1,0,0,0,0,2154,8172
122,122,0,1,3,2,-2046,-1522,431,2358,2228,-1906,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,16,-1,0,0,0,0,1635,8172
123,123,0,1,3,2046,2,-611,-1292,2565,2479,744,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,9,1,0,0,0,0,1635,8172
124,124,0,1,3,2046,2,-611,-1292,2565,2479,744,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,9,1,0,0,0,0,1635,8172
125,125,0,1,3,-2,2046,987,-1254,2658,2617,1906,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,6,3,0,0,0,0,1444,8172
126,126,0,1,3,-2,2046,987,-1254,2658,2617,1906,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,6,3,0,0,0,0,1253,8172
127,127,0,1,3,-2046,-2,518,-1109,2709,2687,-741,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,3,4,0,0,0,0,1253,8172
128,128,0,1,3,-2046,-2,518,-1109,2709,2687,-741,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,3,4,0,0,0,0,1253,8172
129,129,0,1,3,2,-2046,1025,-258,2716,2700,-1907,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,1,5,0,0,0,0,815,8172
130,130,0,1,3,2,-2046,1025,-258,2716,2700,-1907,0,2712,2697,0,0,0,00,0,0,0,00,0,1,0,1,5,0,0,0,0,377,8172
131,131,0,1,3,2046,2,574,1265,2676,2673,741,3,-2700,-2652,0,0,1,00,0,0,0,00,0,1,0,1,5,0,0,0,0,377,8172
132,132,0,1,3,2046,2,574,1265,2676,2673,741,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,1,5,0,0,0,0,377,8239
133,133,0,1,3,-2,2046,-1413,445,2560,2593,1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,0,4,0,0,0,0,111,8239
134,134,0,1,3,-2,2046,-1413,445,2560,2593,1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,0,4,0,0,0,0,-155,8239
135,135,0,1,3,-2046,-2,-681,-1336,2341,2447,-738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-3,2,0,0,0,0,-1226,8239
136,136,0,1,3,-2046,-2,-681,-312,2341,2447,-738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-3,2,0,0,0,0,-2298,8239
137,137,0,1,3,2,-2046,1516,-455,2057,2199,-1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-8,0,0,0,0,0,-2298,8239
138,138,0,1,3,2,-2046,1516,-455,2057,2199,-1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-8,0,0,0,0,0,-2298,8239
139,139,0,1,0,-2046,-2,656,1341,1480,1790,738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-10,-2,0,0,0,0,-2414,8239
140,140,0,1,0,-2046,-2,656,1341,1480,1790,738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-10,-2,0,0,0,0,-2530,8239
141,141,0,1,0,2,-2046,-1506,459,1160,1348,1909,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-16,-4,0,0,0,0,-2530,8239
142,142,0,1,0,2,-2046,-1506,459,1160,1348,1909,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-16,-4,0,0,0,0,-2530,8239
143,143,0,1,0,2046,2,-673,-1353,51,710,-738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2589,8239
144,144,0,1,0,2046,2,-673,-1353,51,710,-738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2647,8239
145,145,0,1,0,-2,2046,1529,-450,-273,-30,-1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2647,8239
146,146,0,1,0,-2,2046,1529,-450,-273,-30,-1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2647,8239
147,147,0,1,0,-2046,-2,643,1345,-1334,-723,738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8239
148,148,0,1,0,-2046,-2,643,1345,-1334,-723,738,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8239
149,149,0,1,0,2,-2046,-1506,454,-1559,-1418,1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,19,-5,0,0,0,0,1268,8239
150,150,0,1,0,2,-2046,-1506,454,-1559,-1418,1908,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,19,-5,0,0,0,0,2398,8239
151,151,0,1,0,2046,2,-668,-1355,-2121,-1839,-741,3,-2700,-2652,0,0,0,00,0,0,0,00,0,1,0,6,-3,0,0,0,0,2398,8239
152,152,0,1,0,2046,2,-668,-1355,-2121,-1839,-741,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,6,-3,0,0,0,0,2398,8239
153,153,0,1,0,-2,2046,1543,-428,-2362,-2225,-1907,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,17,-1,0,0,0,0,2263,8239
154,154,0,1,0,-2,2046,1543,-428,-2362,-2225,-1907,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,17,-1,0,0,0,0,2127,8239
155,155,0,1,0,-2046,-2,590,1289,-2571,-2481,741,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,9,1,0,0,0,0,2127,8239
156,156,0,1,0,-2046,-2,590,1289,-2571,-2481,741,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,9,1,0,0,0,0,2127,8239
157,157,0,1,0,2,-2046,-988,1254,-2666,-2622,1907,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,6,3,0,0,0,0,1880,8239
158,158,0,1,0,2,-2046,-988,1254,-2666,-2622,1907,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,6,3,0,0,0,0,1632,8239
159,159,0,1,0,2046,2,-517,1103,-2712,-2691,-741,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,3,5,0,0,0,0,1632,8239
160,160,0,1,0,2046,2,-517,1103,-2712,-2691,-741,3,-2700,-2652,0,0,0,ff,0,0,0,00,0,1,0,3,5,0,0,0,0,1632,8239
