Sample in Buffer,Sample in Window,TRIGGER,top_i/system_ila_0/inst/probe0_1,top_i/system_ila_0/inst/probe1_1[1:0],top_i/system_ila_0/inst/probe2_1[11:0],top_i/system_ila_0/inst/probe3_1[11:0],top_i/system_ila_0/inst/probe4_1[11:0],top_i/system_ila_0/inst/probe5_1[11:0],top_i/system_ila_0/inst/probe6_1[15:0],top_i/system_ila_0/inst/probe7_1[15:0],top_i/system_ila_0/inst/probe8_1[11:0],top_i/system_ila_0/inst/probe9_1[1:0],top_i/system_ila_0/inst/probe10_1[15:0],top_i/system_ila_0/inst/probe11_1[15:0],top_i/system_ila_0/inst/probe12_1[1:0],top_i/system_ila_0/inst/probe13_1,top_i/system_ila_0/inst/probe14_1,top_i/system_ila_0/inst/probe15_1[7:0],top_i/system_ila_0/inst/probe16_1,top_i/system_ila_0/inst/probe17_1,top_i/system_ila_0/inst/probe18_1,top_i/system_ila_0/inst/probe19_1[7:0],top_i/system_ila_0/inst/probe20_1,top_i/system_ila_0/inst/probe21_1,top_i/system_ila_0/inst/probe22_1,top_i/system_ila_0/inst/probe23_1[15:0],top_i/system_ila_0/inst/probe24_1[15:0],top_i/system_ila_0/inst/probe25_1,top_i/system_ila_0/inst/probe26_1,top_i/system_ila_0/inst/probe27_1,top_i/system_ila_0/inst/probe28_1,top_i/system_ila_0/inst/probe29_1[15:0],top_i/system_ila_0/inst/probe30_1[15:0]
30,30,0,1,0,2,-2046,-556,1186,-2831,-2767,1917,3,-2839,-2830,0,0,0,ff,0,0,0,00,0,1,0,9,3,0,0,0,0,2256,8176
31,31,0,1,0,2046,2,-556,1186,-2884,-2843,-714,3,-2839,-2830,0,0,0,ff,0,0,0,00,0,1,0,5,5,0,0,0,0,1049,8176
32,32,0,1,0,2046,2,-1078,286,-2884,-2843,-714,3,-2839,-2830,0,0,0,ff,0,0,0,00,0,1,0,5,5,0,0,0,0,-159,8176
33,33,0,1,0,-2,2046,-1078,286,-2889,-2859,-1917,3,-2839,-2830,0,0,0,ff,0,0,0,00,0,1,0,3,6,0,0,0,0,-159,8176
34,34,0,1,0,-2,2046,-637,-1340,-2889,-2859,-1917,0,2887,2859,0,0,1,ff,0,0,0,00,0,1,0,3,6,0,0,0,0,-159,8176
35,35,0,1,0,-2046,-2,-637,-1340,-2844,-2837,711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,2,6,0,0,0,0,-620,8172
36,36,0,1,0,-2046,-2,1491,-495,-2844,-2837,711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,2,6,0,0,0,0,-1082,8172
37,37,0,1,0,2,-2046,1491,-495,-2723,-2758,1918,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,0,5,0,0,0,0,-1082,8172
38,38,0,1,0,2,-2046,738,1406,-2723,-2758,1918,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,0,5,0,0,0,0,-1082,8172
39,39,0,1,0,2046,2,738,1406,-2491,-2602,-711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-3,3,0,0,0,0,-1329,8172
40,40,0,1,0,2046,2,-1584,510,-2491,-2602,-711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-3,3,0,0,0,0,-1576,8172
41,41,0,1,0,-2,2046,-1584,510,-2185,-2339,-1919,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-9,1,0,0,0,0,-1576,8172
42,42,0,1,0,-2,2046,-734,-1423,-2185,-2339,-1919,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-9,1,0,0,0,0,-1576,8172
43,43,0,1,3,2046,2,-734,-1423,-1572,-1911,708,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-11,-2,0,0,0,0,-1836,8172
44,44,0,1,3,2046,2,1591,-509,-1572,-1911,708,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-11,-2,0,0,0,0,-2095,8172
45,45,0,1,3,-2,2046,1591,-509,-1232,-1439,1919,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-19,-4,0,0,0,0,-2479,8172
46,46,0,1,3,-2,2046,727,1424,-1232,-1439,1919,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-19,-4,0,0,0,0,-2863,8172
47,47,0,1,3,-2046,-2,727,1424,-57,-771,-708,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2863,8172
48,48,0,1,3,-2046,-2,-1591,515,-57,-771,-708,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,0,0,0,0,8172
49,49,0,1,3,2,-2046,-1591,515,288,26,-1919,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-10,-6,0,0,0,0,0,8172
50,50,0,1,3,2,-2046,-730,-1428,288,26,-1919,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,-10,-6,0,0,0,0,0,8172
51,51,0,1,3,2046,2,-730,-1428,1414,751,711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,0,0,0,1443,8172
52,52,0,1,3,2046,2,1602,-500,1414,751,711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,0,0,0,2872,8172
53,53,0,1,3,-2,2046,1602,-500,1653,1501,1918,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,21,-5,0,0,0,0,2854,8172
54,54,0,1,3,-2,2046,716,1423,1653,1501,1918,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,21,-5,0,0,0,0,2835,8172
55,55,0,1,3,-2046,-2,716,1423,2249,1943,-711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,7,-3,0,0,0,0,2835,8172
56,56,0,1,3,-2046,-2,-1601,487,2249,1943,-711,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,7,-3,0,0,0,0,2835,8172
57,57,0,1,3,2,-2046,-1601,487,2508,2352,-1917,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,19,-1,0,0,0,0,2782,8172
58,58,0,1,3,2,-2046,-662,-1372,2508,2352,-1917,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,19,-1,0,0,0,0,2730,8172
59,59,0,1,3,2046,2,-662,-1372,2728,2619,714,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,11,2,0,0,0,0,2028,8172
60,60,0,1,3,2046,2,1048,-1334,2728,2619,714,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,11,2,0,0,0,0,1327,8172
61,61,0,1,3,-2,2046,1048,-1334,2826,2768,1917,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,8,4,0,0,0,0,1327,8172
62,62,0,1,3,-2,2046,561,-1183,2826,2768,1917,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,8,4,0,0,0,0,1327,8172
63,63,0,1,3,-2046,-2,561,-1183,2880,2844,-714,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,4,5,0,0,0,0,867,8172
64,64,0,1,3,-2046,-2,1091,-288,2880,2844,-714,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,4,5,0,0,0,0,408,8172
65,65,0,1,3,2,-2046,1091,-288,2885,2859,-1918,0,2887,2859,0,0,0,ff,0,0,0,00,0,1,0,3,7,0,0,0,0,408,8172
66,66,0,1,3,2,-2046,625,1339,2885,2859,-1918,3,-2884,-2843,0,0,1,ff,0,0,0,00,0,1,0,3,7,0,0,0,0,408,8172
67,67,0,1,3,2046,2,625,1339,2841,2830,711,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,2,6,0,0,0,0,123,8243
68,68,0,1,3,2046,2,-1489,491,2841,2830,711,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,2,6,0,0,0,0,-161,8243
69,69,0,1,3,-2,2046,-1489,491,2716,2746,1918,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,0,5,0,0,0,0,-161,8243
70,70,0,1,3,-2,2046,-740,-1406,2716,2746,1918,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,0,5,0,0,0,0,-161,8243
71,71,0,1,3,-2046,-2,-740,-1406,2483,2592,-708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-3,3,0,0,0,0,-623,8243
72,72,0,1,3,-2046,-2,1591,-510,2483,2592,-708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-3,3,0,0,0,0,-1084,8243
73,73,0,1,3,2,-2046,1591,-510,2179,2328,-1919,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-9,1,0,0,0,0,-1878,8243
74,74,0,1,3,2,-2046,720,1431,2179,2328,-1919,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-9,1,0,0,0,0,-2672,8243
75,75,0,1,0,-2046,-2,720,1431,1568,1899,708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-11,-2,0,0,0,0,-2672,8243
76,76,0,1,0,-2046,-2,-1587,501,1568,1899,708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-11,-2,0,0,0,0,-2672,8243
77,77,0,1,0,2,-2046,-1587,501,1230,1427,1919,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-18,-4,0,0,0,0,-2736,8243
78,78,0,1,0,2,-2046,-734,-1421,1230,1427,1919,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-18,-4,0,0,0,0,-2800,8243
79,79,0,1,0,2046,2,-734,-1421,57,764,-708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2800,8243
80,80,0,1,0,2046,2,1607,-512,57,764,-708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-8,-6,0,0,0,0,-2800,8243
81,81,0,1,0,-2,2046,1607,-512,-286,-31,-1919,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2832,8243
82,82,0,1,0,-2,2046,709,1430,-286,-31,-1919,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2864,8243
83,83,0,1,0,-2046,-2,709,1430,-1408,-752,708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,0,0,0,-1422,8243
84,84,0,1,0,-2046,-2,-1590,503,-1408,-752,708,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8243
85,85,0,1,0,2,-2046,-1590,503,-1648,-1499,1918,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,21,-5,0,0,0,0,2868,8243
86,86,0,1,0,2,-2046,-728,-1429,-1648,-1499,1918,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,21,-5,0,0,0,0,2873,8243
87,87,0,1,0,2046,2,-728,-1429,-2244,-1937,-711,3,-2884,-2843,0,0,0,ff,0,0,0,00,0,1,0,7,-3,0,0,0,0,2567,8243
88,88,0,1,0,2046,2,1618,-484,-2244,-1937,-711,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,7,-3,0,0,0,0,2261,8243
89,89,0,1,0,-2,2046,1618,-484,-2500,-2346,-1917,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,19,-1,0,0,0,0,2261,8243
90,90,0,1,0,-2,2046,654,1367,-2500,-2346,-1917,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,19,-1,0,0,0,0,2261,8243
91,91,0,1,0,-2046,-2,654,1367,-2723,-2617,714,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,11,2,0,0,0,0,2001,8243
92,92,0,1,0,-2046,-2,-1037,1337,-2723,-2617,714,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,11,2,0,0,0,0,1741,8243
93,93,0,1,0,2,-2046,-1037,1337,-2826,-2765,1917,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,8,4,0,0,0,0,1741,8243
94,94,0,1,0,2,-2046,-561,1182,-2826,-2765,1917,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,8,4,0,0,0,0,1741,8243
95,95,0,1,0,2046,2,-561,1182,-2880,-2842,-714,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,5,6,0,0,0,0,1538,8243
96,96,0,1,0,2046,2,-1085,283,-2880,-2842,-714,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,5,6,0,0,0,0,1335,8243
97,97,0,1,0,-2,2046,-1085,283,-2885,-2859,-1918,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,3,7,0,0,0,0,1335,8243
98,98,0,1,0,-2,2046,-622,-1338,-2885,-2859,-1918,3,-2884,-2843,0,0,0,00,0,0,0,00,0,1,0,3,7,0,0,0,0,1335,8243
99,99,0,1,0,-2046,-2,-622,-1338,-2841,-2838,711,0,2771,2757,0,0,1,00,0,0,0,00,0,1,0,2,6,0,0,0,0,874,8243
100,100,0,1,0,-2046,-2,1492,-489,-2841,-2838,711,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,2,6,0,0,0,0,413,8301
101,101,0,1,0,2,-2046,1492,-489,-2718,-2755,1918,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,0,6,0,0,0,0,-841,8301
102,102,0,1,0,2,-2046,730,1410,-2718,-2755,1918,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,0,6,0,0,0,0,-2097,8301
103,103,0,1,0,2046,2,730,1410,-2484,-2602,-708,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-4,4,0,0,0,0,-2097,8301
104,104,0,1,0,2046,2,-1578,511,-2484,-2602,-708,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-4,4,0,0,0,0,-2097,8301
105,105,0,1,0,-2,2046,-1578,511,-2179,-2337,-1919,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-10,1,0,0,0,0,-2263,8301
106,106,0,1,0,-2,2046,-731,-1432,-2179,-2337,-1919,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-10,1,0,0,0,0,-2430,8301
107,107,0,1,3,2046,2,-731,-1432,-1565,-1908,708,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-11,-2,0,0,0,0,-2430,8301
108,108,0,1,3,2046,2,1608,-497,-1565,-1908,708,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-11,-2,0,0,0,0,-2430,8301
109,109,0,1,3,-2,2046,1608,-497,-1226,-1434,1919,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-19,-4,0,0,0,0,-2552,8301
110,110,0,1,3,-2,2046,719,1422,-1226,-1434,1919,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-19,-4,0,0,0,0,-2674,8301
111,111,0,1,3,-2046,-2,719,1422,-54,-766,-708,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2674,8301
112,112,0,1,3,-2046,-2,-1589,512,-54,-766,-708,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2674,8301
113,113,0,1,3,2,-2046,-1589,512,290,36,-1919,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2736,8301
114,114,0,1,3,2,-2046,-731,-1428,290,36,-1919,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,-9,-6,0,0,0,0,0,8301
115,115,0,1,3,2046,2,-731,-1428,1413,761,711,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8301
116,116,0,1,3,2046,2,1606,-498,1413,761,711,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8301
117,117,0,1,3,-2,2046,1606,-498,1647,1513,1918,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,21,-5,0,0,0,0,2731,8301
118,118,0,1,3,-2,2046,711,1430,1647,1513,1918,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,21,-5,0,0,0,0,2731,8301
119,119,0,1,3,-2046,-2,711,1430,2239,1955,-711,0,2771,2757,0,0,0,00,0,0,0,00,0,1,0,6,-3,0,0,0,0,2633,8301
120,120,0,1,3,-2046,-2,-1609,485,2239,1955,-711,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,6,-3,0,0,0,0,2537,8301
121,121,0,1,3,2,-2046,-1609,485,2497,2365,-1917,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,18,-1,0,0,0,0,2537,8301
122,122,0,1,3,2,-2046,-653,-1370,2497,2365,-1917,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,18,-1,0,0,0,0,2537,8301
123,123,0,1,3,2046,2,-653,-1370,2715,2630,714,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,9,2,0,0,0,0,2395,8301
124,124,0,1,3,2046,2,1051,-1333,2715,2630,714,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,9,2,0,0,0,0,2253,8301
125,125,0,1,3,-2,2046,1051,-1333,2814,2778,1917,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,6,3,0,0,0,0,2253,8301
126,126,0,1,3,-2,2046,565,-1179,2814,2778,1917,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,6,3,0,0,0,0,2253,8301
127,127,0,1,3,-2046,-2,565,-1179,2867,2851,-714,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,3,5,0,0,0,0,1992,8301
128,128,1,1,3,-2046,-2,1092,-288,2867,2851,-714,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,3,5,0,1,0,0,1733,8301
129,129,0,1,3,2,-2046,1092,-288,2873,2866,-1917,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,1,6,0,1,0,0,326,8301
130,130,0,1,3,2,-2046,621,1343,2873,2866,-1917,0,2771,2757,0,0,0,ff,0,0,0,00,0,1,0,1,6,0,1,0,0,-1080,8301
131,131,0,1,3,2046,2,621,1343,2831,2838,711,3,-2863,-2849,0,0,1,ff,0,0,0,00,0,1,0,0,6,0,1,0,0,-1080,8301
132,132,0,1,3,2046,2,-1484,489,2831,2838,711,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,0,6,0,1,0,0,-1080,8057
133,133,0,1,3,-2,2046,-1484,489,2708,2752,1918,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-1,5,0,1,0,0,-1327,8057
134,134,0,1,3,-2,2046,-742,-1404,2708,2752,1918,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-1,5,0,1,0,0,-1574,8057
135,135,0,1,3,-2046,-2,-742,-1404,2474,2598,-711,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-4,3,0,1,0,0,-1574,8057
136,136,0,1,3,-2046,-2,1592,-506,2474,2598,-711,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-4,3,0,1,0,0,-1574,8057
137,137,0,1,3,2,-2046,1592,-506,2171,2337,-1919,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-10,1,0,1,0,0,-1832,8057
138,138,0,1,3,2,-2046,721,1426,2171,2337,-1919,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-10,1,0,1,0,0,-2091,8057
139,139,0,1,0,-2046,-2,721,1426,1560,1907,708,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-12,-2,0,1,0,0,-2091,8057
140,140,0,1,0,-2046,-2,-1597,502,1560,1907,708,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-12,-2,0,1,0,0,-2091,8057
141,141,0,1,0,2,-2046,-1597,502,1220,1432,1919,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-19,-4,0,1,0,0,-2257,8057
142,142,0,1,0,2,-2046,-727,-1420,1220,1432,1919,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-19,-4,0,1,0,0,-2423,8057
143,143,0,1,0,2046,2,-727,-1420,46,768,-708,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,1,0,0,-2649,8057
144,144,0,1,0,2046,2,1606,-510,46,768,-708,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,1,0,0,-2873,8057
145,145,0,1,0,-2,2046,1606,-510,-297,-29,-1919,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,1,0,0,-1430,8057
146,146,0,1,0,-2,2046,711,1427,-297,-29,-1919,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,-9,-6,0,1,0,0,2871,8057
147,147,0,1,0,-2046,-2,711,1427,-1419,-752,711,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,1,0,0,2855,8057
148,148,0,1,0,-2046,-2,-1595,506,-1419,-752,711,3,-2863,-2849,0,0,0,ff,0,0,0,00,0,1,0,1,-6,0,1,0,0,2839,8057
