Sample in Buffer,Sample in Window,TRIGGER,top_i/system_ila_0/inst/probe0_1,top_i/system_ila_0/inst/probe1_1[1:0],top_i/system_ila_0/inst/probe2_1[11:0],top_i/system_ila_0/inst/probe3_1[11:0],top_i/system_ila_0/inst/probe4_1[11:0],top_i/system_ila_0/inst/probe5_1[11:0],top_i/system_ila_0/inst/probe6_1[15:0],top_i/system_ila_0/inst/probe7_1[15:0],top_i/system_ila_0/inst/probe8_1[11:0],top_i/system_ila_0/inst/probe9_1[1:0],top_i/system_ila_0/inst/probe10_1[15:0],top_i/system_ila_0/inst/probe11_1[15:0],top_i/system_ila_0/inst/probe12_1[1:0],top_i/system_ila_0/inst/probe13_1,top_i/system_ila_0/inst/probe14_1,top_i/system_ila_0/inst/probe15_1[7:0],top_i/system_ila_0/inst/probe16_1,top_i/system_ila_0/inst/probe17_1,top_i/system_ila_0/inst/probe18_1,top_i/system_ila_0/inst/probe19_1[7:0],top_i/system_ila_0/inst/probe20_1,top_i/system_ila_0/inst/probe21_1,top_i/system_ila_0/inst/probe22_1,top_i/system_ila_0/inst/probe23_1[15:0],top_i/system_ila_0/inst/probe24_1[15:0],top_i/system_ila_0/inst/probe25_1,top_i/system_ila_0/inst/probe26_1,top_i/system_ila_0/inst/probe27_1,top_i/system_ila_0/inst/probe28_1,top_i/system_ila_0/inst/probe29_1[15:0],top_i/system_ila_0/inst/probe30_1[15:0]
10,10,0,1,3,2,-2046,1562,-384,-2301,-2619,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,21,0,0,0,0,0,0,8192
11,11,0,1,0,-2046,-2,667,1444,-2422,-2386,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-24,0,0,0,0,0,0,8192
12,12,0,1,0,-2046,-2,667,1444,-2422,-2386,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-24,0,0,0,0,0,0,8192
13,13,0,1,0,2,-2046,-1560,389,-1455,-2006,-750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,2,0,0,0,0,0,0,8192
14,14,0,1,0,2,-2046,-1560,389,-1455,-2006,-750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,2,0,0,0,0,0,0,8192
15,15,0,1,0,2046,2,-679,-1449,-1256,-1433,-1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-30,0,0,0,0,0,0,8192
16,16,0,1,0,2046,2,-679,-1449,-1256,-1433,-1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-30,0,0,0,0,0,0,8192
17,17,0,1,0,-2,2046,1566,-377,-49,-759,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
18,18,0,1,0,-2,2046,1566,-377,-49,-759,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-8,0,0,0,0,0,0,8192
19,19,0,1,0,-2046,-2,677,1443,265,8,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-9,0,0,0,0,0,0,8192
20,20,0,1,0,-2046,-2,677,1443,265,8,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,-9,0,0,0,0,0,0,8192
21,21,0,1,0,2,-2046,-1560,389,1374,738,-750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
22,22,0,1,0,2,-2046,-1560,389,1374,738,-750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
23,23,0,1,0,2046,2,-678,-1461,1601,1455,-1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,20,0,0,0,0,0,0,8192
24,24,0,1,0,2046,2,-678,-1461,1601,1455,-1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,20,0,0,0,0,0,0,8192
25,25,0,1,0,-2,2046,1582,-351,2184,1892,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,6,-1,0,0,0,0,0,8192
26,26,0,1,0,-2,2046,1582,-351,2184,1892,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,6,-1,0,0,0,0,0,8192
27,27,0,1,0,-2046,-2,614,1382,2434,2292,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,18,-1,0,0,0,0,0,8192
28,28,0,1,0,-2046,-2,614,1382,2434,2292,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,18,-1,0,0,0,0,0,8192
29,29,0,1,0,2,-2046,-1024,1240,2650,2555,-750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,10,-1,0,0,0,0,0,8192
30,30,0,1,0,2,-2046,-1024,1240,2650,2555,-750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,10,-1,0,0,0,0,0,8192
31,31,0,1,0,2046,2,-553,1116,2750,2701,-1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,7,-1,0,0,0,0,0,8192
32,32,0,1,0,2046,2,-553,1116,2750,2701,-1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,7,-1,0,0,0,0,0,8192
33,33,0,1,0,-2,2046,-1048,199,2803,2771,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,4,-1,0,0,0,0,0,8192
34,34,0,1,0,-2,2046,-1048,199,2803,2771,750,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,4,-1,0,0,0,0,0,8192
35,35,0,1,0,-2046,-2,-596,-1346,2808,2787,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,2,-1,0,0,0,0,0,8192
36,36,0,1,0,-2046,-2,-596,-1346,2808,2787,1904,3,-2248,-2234,0,0,0,ff,0,0,0,00,0,1,0,2,-1,0,0,0,0,0,8192
37,37,0,1,0,2,-2046,1463,-380,2765,2761,-750,3,-2673,-2568,0,0,1,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
38,38,0,1,0,2,-2046,1463,-380,2765,2761,-750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,0,8192
39,39,0,1,0,2046,2,686,1429,2648,2680,-1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,0,-1,0,0,0,0,0,8192
40,40,0,1,0,2046,2,686,1429,2648,2680,-1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,0,-1,0,0,0,0,0,8192
41,41,0,1,0,-2,2046,-1545,389,2421,2528,750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-3,0,0,0,0,0,0,8192
42,42,0,1,0,-2,2046,-1545,389,2421,2528,750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-3,0,0,0,0,0,0,8192
43,43,0,1,3,2046,2,-688,-1442,2122,2273,1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-9,-1,0,0,0,0,0,8192
44,44,0,1,3,2046,2,-688,-1442,2122,2273,1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-9,-1,0,0,0,0,0,8192
45,45,0,1,3,-2,2046,1570,-388,1527,1851,-750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-11,0,0,0,0,0,0,8192
46,46,0,1,3,-2,2046,1570,-388,1527,1851,-750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-11,0,0,0,0,0,0,8192
47,47,0,1,3,-2046,-2,676,1442,1194,1407,-1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-17,0,0,0,0,0,0,8192
48,48,0,1,3,-2046,-2,676,1442,1194,1407,-1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-17,0,0,0,0,0,0,8192
49,49,0,1,3,2,-2046,-1556,390,51,745,750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-9,0,0,0,0,0,0,8192
50,50,0,1,3,2,-2046,-1556,390,51,745,750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-9,0,0,0,0,0,0,8192
51,51,0,1,3,2046,2,-684,-1450,-285,-15,1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-9,-1,0,0,0,0,1429,8192
52,52,0,1,3,2046,2,-684,-1450,-285,-15,1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,-9,-1,0,0,0,0,2680,8192
53,53,0,1,3,-2,2046,1574,-378,-1382,-735,-750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,2620,8192
54,54,0,1,3,-2,2046,1574,-378,-1382,-735,-750,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,1,0,0,0,0,0,2560,8192
55,55,0,1,3,-2046,-2,673,1445,-1608,-1455,-1904,3,-2673,-2568,0,0,0,ff,0,0,0,00,0,1,0,20,-1,0,0,0,0,2560,8192
56,56,0,1,3,-2046,-2,673,1445,-1608,-1455,-1904,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,20,-1,0,0,0,0,2560,8192
57,57,0,1,3,2,-2046,-1567,363,-2190,-1892,750,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,7,-1,0,0,0,0,2679,8192
58,58,0,1,3,2,-2046,-1567,363,-2190,-1892,750,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,7,-1,0,0,0,0,2796,8192
59,59,0,1,3,2046,2,-619,-1382,-2438,-2291,1904,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,18,-1,0,0,0,0,2796,8192
60,60,0,1,3,2046,2,-619,-1382,-2438,-2291,1904,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,18,-1,0,0,0,0,2796,8192
61,61,0,1,3,-2,2046,1036,-1234,-2652,-2554,-750,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,10,-1,0,0,0,0,2628,8192
62,62,0,1,3,-2,2046,1036,-1234,-2652,-2554,-750,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,10,-1,0,0,0,0,2459,8192
63,63,0,1,3,-2046,-2,555,-1100,-2746,-2701,-1905,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,7,0,0,0,0,0,1431,8192
64,64,0,1,3,-2046,-2,555,-1100,-2746,-2701,-1905,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,7,0,0,0,0,0,403,8192
65,65,0,1,3,2,-2046,1061,-201,-2796,-2777,747,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,3,1,0,0,0,0,403,8192
66,66,0,1,3,2,-2046,1061,-201,-2796,-2777,747,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,3,1,0,0,0,0,403,8192
67,67,0,1,3,2046,2,582,1350,-2802,-2794,1905,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,1,2,0,0,0,0,134,8192
68,68,0,1,3,2046,2,582,1350,-2802,-2794,1905,3,-2673,-2568,0,0,0,01,0,0,0,00,0,1,0,1,2,0,0,0,0,-137,8192
69,69,0,1,3,-2,2046,-1460,366,-2759,-2768,-747,0,2805,2779,0,0,1,01,0,0,0,00,0,1,0,0,2,0,0,0,0,-137,8192
70,70,0,1,3,-2,2046,-1460,366,-2759,-2768,-747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,0,2,0,0,0,0,-137,8174
71,71,0,1,3,-2046,-2,-686,-1430,-2640,-2686,-1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-1,3,0,0,0,0,-597,8174
72,72,0,1,3,-2046,-2,-686,-1430,-2640,-2686,-1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-1,3,0,0,0,0,-1056,8174
73,73,0,1,3,2,-2046,1562,-384,-2414,-2537,747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-4,3,0,0,0,0,-1056,8174
74,74,0,1,3,2,-2046,1562,-384,-2414,-2537,747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-4,3,0,0,0,0,-1056,8174
75,75,0,1,0,-2046,-2,668,1444,-2118,-2282,1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-10,2,0,0,0,0,-1292,8174
76,76,0,1,0,-2046,-2,668,1444,-2118,-2282,1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-10,2,0,0,0,0,-1529,8174
77,77,0,1,0,2,-2046,-1560,387,-1528,-1860,-747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-12,1,0,0,0,0,-2127,8174
78,78,0,1,0,2,-2046,-1560,387,-1528,-1860,-747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-12,1,0,0,0,0,-2726,8174
79,79,0,1,0,2046,2,-673,-1451,-1197,-1412,-1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-18,-1,0,0,0,0,-2726,8174
80,80,0,1,0,2046,2,-673,-1451,-1197,-1412,-1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-18,-1,0,0,0,0,-2726,8174
81,81,0,1,0,-2,2046,1573,-377,-54,-749,747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-9,-3,0,0,0,0,-2756,8174
82,82,0,1,0,-2,2046,1573,-377,-54,-749,747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-9,-3,0,0,0,0,-2788,8174
83,83,0,1,0,-2046,-2,670,1444,280,11,1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-9,-4,0,0,0,0,-1386,8174
84,84,0,1,0,-2046,-2,670,1444,280,11,1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,-9,-4,0,0,0,0,0,8174
85,85,0,1,0,2,-2046,-1558,378,1375,732,-747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,1,-5,0,0,0,0,0,8174
86,86,0,1,0,2,-2046,-1558,378,1375,732,-747,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,1,-5,0,0,0,0,0,8174
87,87,0,1,0,2046,2,-675,-1447,1603,1453,-1905,0,2805,2779,0,0,0,01,0,0,0,00,0,1,0,20,-5,0,0,0,0,1404,8174
88,88,0,1,0,2046,2,-675,-1447,1603,1453,-1905,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,20,-5,0,0,0,0,2797,8174
89,89,0,1,0,-2,2046,1591,-355,2185,1891,747,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,6,-4,0,0,0,0,2780,8174
90,90,0,1,0,-2,2046,1591,-355,2185,1891,747,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,6,-4,0,0,0,0,2762,8174
91,91,0,1,0,-2046,-2,609,1382,2432,2289,1904,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,18,-2,0,0,0,0,2226,8174
92,92,0,1,0,-2046,-2,609,1382,2432,2289,1904,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,18,-2,0,0,0,0,1688,8174
93,93,0,1,0,2,-2046,-1038,1234,2645,2555,-750,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,10,0,0,0,0,0,1688,8174
94,94,0,1,0,2,-2046,-1038,1234,2645,2555,-750,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,10,0,0,0,0,0,1688,8174
95,95,0,1,0,2046,2,-548,1115,2741,2703,-1904,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,7,3,0,0,0,0,1494,8174
96,96,0,1,0,2046,2,-548,1115,2741,2703,-1904,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,7,3,0,0,0,0,1300,8174
97,97,0,1,0,-2,2046,-1063,191,2792,2776,750,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,3,4,0,0,0,0,1300,8174
98,98,0,1,0,-2,2046,-1063,191,2792,2776,750,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,3,4,0,0,0,0,1300,8174
99,99,0,1,0,-2046,-2,-579,-1346,2793,2792,1904,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,1,6,0,0,0,0,849,8174
100,100,0,1,0,-2046,-2,-579,-1346,2793,2792,1904,0,2805,2779,0,0,0,fe,0,0,0,00,0,1,0,1,6,0,0,0,0,397,8174
101,101,0,1,0,2,-2046,1471,-378,2747,2770,-750,3,-2771,-2739,0,0,1,fe,0,0,0,00,0,1,0,0,5,0,0,0,0,397,8174
102,102,0,1,0,2,-2046,1471,-378,2747,2770,-750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,0,5,0,0,0,0,397,8241
103,103,0,1,0,2046,2,680,1433,2628,2689,-1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-2,5,0,0,0,0,123,8241
104,104,0,1,0,2046,2,680,1433,2628,2689,-1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-2,5,0,0,0,0,-151,8241
105,105,0,1,0,-2,2046,-1545,382,2402,2538,747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-5,3,0,0,0,0,-1258,8241
106,106,0,1,0,-2,2046,-1545,382,2402,2538,747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-5,3,0,0,0,0,-2365,8241
107,107,0,1,3,2046,2,-676,-1442,2105,2282,1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-11,1,0,0,0,0,-2365,8241
108,108,0,1,3,2046,2,-676,-1442,2105,2282,1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-11,1,0,0,0,0,-2365,8241
109,109,0,1,3,-2,2046,1568,-386,1515,1858,-747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-12,-2,0,0,0,0,-2485,8241
110,110,0,1,3,-2,2046,1568,-386,1515,1858,-747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-12,-2,0,0,0,0,-2603,8241
111,111,0,1,3,-2046,-2,671,1453,1188,1408,-1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-18,-4,0,0,0,0,-2603,8241
112,112,0,1,3,-2046,-2,671,1453,1188,1408,-1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-18,-4,0,0,0,0,-2603,8241
113,113,0,1,3,2,-2046,-1561,378,52,744,747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2664,8241
114,114,0,1,3,2,-2046,-1561,378,52,744,747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2724,8241
115,115,0,1,3,2046,2,-675,-1446,-278,-20,1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2724,8241
116,116,0,1,3,2046,2,-675,-1446,-278,-20,1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2724,8241
117,117,0,1,3,-2,2046,1580,-373,-1370,-742,-747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8241
118,118,0,1,3,-2,2046,1580,-373,-1370,-742,-747,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,1,-6,0,0,0,0,0,8241
119,119,0,1,3,-2046,-2,663,1448,-1592,-1465,-1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,20,-5,0,0,0,0,1302,8241
120,120,0,1,3,-2046,-2,663,1448,-1592,-1465,-1905,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,20,-5,0,0,0,0,2475,8241
121,121,0,1,3,2,-2046,-1573,357,-2171,-1905,750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,5,-3,0,0,0,0,2475,8241
122,122,0,1,3,2,-2046,-1573,357,-2171,-1905,750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,5,-3,0,0,0,0,2475,8241
123,123,0,1,3,2046,2,-611,-1386,-2421,-2303,1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,16,-1,0,0,0,0,2338,8241
124,124,0,1,3,2046,2,-611,-1386,-2421,-2303,1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,16,-1,0,0,0,0,2200,8241
125,125,0,1,3,-2,2046,1038,-1229,-2635,-2566,-750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,8,2,0,0,0,0,2200,8241
126,126,0,1,3,-2,2046,1038,-1229,-2635,-2566,-750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,8,2,0,0,0,0,2200,8241
127,127,0,1,3,-2046,-2,564,-1106,-2732,-2713,-1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,5,3,0,0,0,0,1946,8241
128,128,0,1,3,-2046,-2,564,-1106,-2732,-2713,-1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,5,3,0,0,0,0,1694,8241
129,129,0,1,3,2,-2046,1061,-196,-2784,-2785,750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,1,5,0,0,0,0,1694,8241
130,130,0,1,3,2,-2046,1061,-196,-2784,-2785,750,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,1,5,0,0,0,0,1694,8241
131,131,0,1,3,2046,2,582,1353,-2791,-2802,1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-1,6,0,0,0,0,1499,8241
132,132,0,1,3,2046,2,582,1353,-2791,-2802,1904,3,-2771,-2739,0,0,0,fe,0,0,0,00,0,1,0,-1,6,0,0,0,0,1304,8241
133,133,0,1,3,-2,2046,-1458,374,-2750,-2773,-747,0,2747,2770,0,0,1,fe,0,0,0,00,0,1,0,-1,5,0,0,0,0,-112,8241
134,134,0,1,3,-2,2046,-1458,374,-2750,-2773,-747,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-1,5,0,0,0,0,-1529,8178
135,135,0,1,3,-2046,-2,-685,-1437,-2631,-2692,-1905,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-2,5,0,0,0,0,-1529,8178
136,136,0,1,3,-2046,-2,-685,-1437,-2631,-2692,-1905,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-2,5,0,0,0,0,-1529,8178
137,137,0,1,3,2,-2046,1568,-371,-2405,-2539,747,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-5,3,0,0,0,0,-1783,8178
138,138,0,1,3,2,-2046,1568,-371,-2405,-2539,747,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-5,3,0,0,0,0,-2039,8178
139,139,0,1,0,-2046,-2,667,1440,-2111,-2285,1906,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-11,0,0,0,0,0,-2039,8178
140,140,0,1,0,-2046,-2,667,1440,-2111,-2285,1906,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-11,0,0,0,0,0,-2039,8178
141,141,0,1,0,2,-2046,-1553,386,-1520,-1861,-744,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-12,-2,0,0,0,0,-2199,8178
142,142,0,1,0,2,-2046,-1553,386,-1520,-1861,-744,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-12,-2,0,0,0,0,-2361,8178
143,143,0,1,0,2046,2,-684,-1453,-1188,-1411,-1906,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-18,-5,0,0,0,0,-2361,8178
144,144,0,1,0,2046,2,-684,-1453,-1188,-1411,-1906,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-18,-5,0,0,0,0,-2361,8178
145,145,0,1,0,-2,2046,1574,-379,-45,-749,744,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-9,-6,0,0,0,0,-2480,8178
146,146,0,1,0,-2,2046,1574,-379,-45,-749,744,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-9,-6,0,0,0,0,0,8178
147,147,0,1,0,-2046,-2,671,1443,286,11,1906,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-9,-7,0,0,0,0,0,8178
148,148,0,1,0,-2046,-2,671,1443,286,11,1906,0,2747,2770,0,0,0,fe,0,0,0,00,0,1,0,-9,-7,0,0,0,0,0,8178
