time,DAC_vld,DAC_bits,DAC_I,DAC_Q,ADC_I,ADC_Q,I_16M,Q_16M,NCO_cos,QPSK_raw,I_1M,Q_1M,QPSK,BPSK,clk_1M_out,Tx_data_tdata,Tx_data_tlast,Tx_data_tuser,Tx_data_tvalid,Rx_data_tdata,Rx_data_tlast,Rx_data_tuser,Rx_data_tvalid,error_tdata,feedback_tdata,Tx_1bit,Tx_vld,Rx_1bit,Rx_vld,gardner_error,gardner_increment,DAC_bits_1,DAC_bits_0,Tx_data_tdata_2bits,Tx_data_tdata_1,Tx_data_tdata_0,Tx_data_tdata_X1,Tx_data_tdata_X2,Rx_data_tdata_2bits,Rx_data_tdata_1,Rx_data_tdata_0,Rx_data_tdata_X1,Rx_data_tdata_X2,v0,v8192
0,,,,,,,,,,3,-2324,-2288,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1,1,3,2,-2046,1055,-284,-2930,-2550,1963,3,-2324,-2288,0,0,0,255,0,0,0,0,0,1,0,-13,0,0,0,0,0,0,8192,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
2,,,,,,,,,,3,-2327,-2294,0,0,1,255,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
3,1,3,2046,2,730,1317,-2551,-2762,-577,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,31,0,0,0,0,0,0,8192,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
4,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
5,1,3,-2,2046,-1436,495,-2985,-2706,-1963,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,-18,0,0,0,0,0,0,8192,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
6,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
7,1,3,-2046,-2,-849,-1400,-2351,-2722,577,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,24,1,0,0,0,0,0,8192,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
8,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
9,1,3,2,-2046,1540,-498,-2463,-2381,1963,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,-29,0,0,0,0,0,0,8192,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
10,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
11,1,0,-2046,-2,826,1400,-1480,-2056,-577,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,6,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
12,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
13,1,0,2,-2046,-1536,508,-1270,-1368,-1963,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,-32,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
14,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
15,1,0,2046,2,-840,-1414,-45,-750,577,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,-4,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
16,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
17,1,0,-2,2046,1558,-498,278,120,1963,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,-9,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
18,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
19,1,0,-2046,-2,815,1400,1389,785,-577,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
20,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
21,1,0,2,-2046,-1535,501,1646,1556,-1963,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,20,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
22,,,,,,,,,,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
23,1,0,2046,2,-842,-1416,2228,1976,577,3,-2327,-2294,0,0,0,255,0,0,0,0,0,1,0,4,0,0,0,0,0,0,8192,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
24,,,,,,,,,,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
25,1,0,-2,2046,1569,-477,2486,2383,1963,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
26,,,,,,,,,,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
27,1,0,-2046,-2,758,1346,2708,2643,-577,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
28,,,,,,,,,,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
29,1,0,2,-2046,-938,1328,2811,2789,-1963,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
30,,,,,,,,,,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
31,1,0,2046,2,-465,1174,2865,2859,577,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
32,,,,,,,,,,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
33,1,0,-2,2046,-1054,269,2868,2874,1963,3,-2327,-2294,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
34,,,,,,,,,,3,-2330,-2503,0,0,1,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
35,1,0,-2046,-2,-732,-1315,2823,2844,-577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
36,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
37,1,0,2,-2046,1440,-495,2699,2754,-1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-2,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
38,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
39,1,0,2046,2,835,1394,2463,2588,577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-5,1,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
40,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
41,1,0,-2,2046,-1524,499,2167,2307,1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-10,0,0,0,0,0,0,8192,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
42,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
43,1,3,2046,2,-837,-1408,1541,1891,-577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-10,1,0,0,0,0,0,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
44,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
45,1,3,-2,2046,1551,-508,1211,1351,-1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-19,0,0,0,0,0,0,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
46,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
47,1,3,-2046,-2,825,1407,51,736,577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-6,1,0,0,0,0,0,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
48,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
49,1,3,2,-2046,-1531,499,-294,-128,1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,-9,0,0,0,0,0,0,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
50,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
51,1,3,2046,2,-844,-1412,-1394,-785,-577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
52,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
53,1,3,-2,2046,1552,-499,-1649,-1561,-1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,20,-1,0,0,0,0,2578,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
54,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
55,1,3,-2046,-2,825,1410,-2230,-1982,577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,2581,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
56,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
57,1,3,2,-2046,-1557,477,-2491,-2390,1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,15,-1,0,0,0,0,2421,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
58,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
59,1,3,2046,2,-765,-1350,-2713,-2646,-577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,0,2095,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
60,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
61,1,3,-2,2046,944,-1330,-2814,-2792,-1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,0,1768,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
62,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
63,1,3,-2046,-2,470,-1176,-2869,-2864,577,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1543,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
64,,,,,,,,,,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
65,1,3,2,-2046,1051,-278,-2877,-2878,1963,3,-2330,-2503,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1319,8192,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
66,,,,,,,,,,0,2811,2789,0,0,1,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
67,1,3,2046,2,725,1312,-2832,-2842,-577,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-1,2,0,0,0,0,858,8356,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
68,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
69,1,3,-2,2046,-1433,494,-2706,-2752,-1963,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-1,3,0,0,0,0,-853,8356,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
70,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
71,1,3,-2046,-2,-851,-1401,-2471,-2585,577,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-4,2,0,0,0,0,-2102,8356,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
72,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
73,1,3,2,-2046,1536,-493,-2175,-2306,1963,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-9,1,0,0,0,0,-2269,8356,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
74,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
75,1,0,-2046,-2,826,1399,-1551,-1888,-577,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-9,0,0,0,0,0,-2435,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
76,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
77,1,0,2,-2046,-1536,503,-1217,-1345,-1963,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-18,-2,0,0,0,0,-2556,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
78,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
79,1,0,2046,2,-834,-1414,-53,-732,577,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-6,-3,0,0,0,0,-2676,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
80,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
81,1,0,-2,2046,1547,-493,294,128,1963,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,-9,-4,0,0,0,0,-2738,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
82,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
83,1,0,-2046,-2,827,1405,1397,786,-577,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,1,-5,0,0,0,0,0,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
84,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
85,1,0,2,-2046,-1544,499,1656,1558,-1963,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,20,-4,0,0,0,0,2726,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
86,,,,,,,,,,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
87,1,0,2046,2,-835,-1413,2239,1974,580,0,2811,2789,0,0,0,1,0,0,0,0,0,1,0,4,-3,0,0,0,0,2625,8356,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
88,,,,,,,,,,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
89,1,0,-2,2046,1569,-470,2501,2380,1962,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,17,-2,0,0,0,0,2525,8356,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
90,,,,,,,,,,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
91,1,0,-2046,-2,755,1345,2724,2635,-580,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,2380,8356,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
92,,,,,,,,,,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
93,1,0,2,-2046,-939,1332,2825,2781,-1962,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,2236,8356,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
94,,,,,,,,,,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
95,1,0,2046,2,-465,1171,2882,2849,580,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,1976,8356,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
96,,,,,,,,,,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
97,1,0,-2,2046,-1042,280,2886,2861,1962,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,312,8356,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
98,,,,,,,,,,0,2811,2789,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
99,1,0,-2046,-2,-739,-1323,2838,2829,-580,3,-2855,-2860,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0,0,-1090,8356,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
100,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
101,1,0,2,-2046,1439,-487,2715,2740,-1963,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,-1348,8055,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
102,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
103,1,0,2046,2,838,1385,2480,2573,577,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,-3,1,0,0,0,0,-1606,8055,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
104,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
105,1,0,-2,2046,-1519,511,2179,2292,1963,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,-8,0,0,0,0,0,-1856,8055,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
106,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
107,1,3,2046,2,-842,-1403,1551,1881,-577,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,-8,-3,0,0,0,0,-2106,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
108,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
109,1,3,-2,2046,1532,-509,1219,1345,-1963,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,-18,-4,0,0,0,0,-2274,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
110,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
111,1,3,-2046,-2,838,1403,54,733,577,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,-5,-6,0,0,0,0,-2659,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
112,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
113,1,3,2,-2046,-1544,507,-295,-125,1963,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,-9,-6,0,0,0,0,-1439,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
114,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
115,1,3,2046,2,-837,-1408,-1399,-780,-577,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,1,-6,0,0,0,0,2857,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
116,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
117,1,3,-2,2046,1542,-504,-1655,-1552,-1963,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,20,-5,0,0,0,0,2837,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
118,,,,,,,,,,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
119,1,3,-2046,-2,841,1408,-2239,-1970,577,3,-2855,-2860,0,0,0,0,0,0,0,0,0,1,0,5,-3,0,0,0,0,2782,8055,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
120,,,,,,,,,,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
121,1,3,2,-2046,-1554,488,-2500,-2375,1962,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,17,-1,0,0,0,0,2729,8055,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
122,,,,,,,,,,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
123,1,3,2046,2,-765,-1344,-2721,-2631,-580,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,9,1,0,0,0,0,2628,8055,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
124,,,,,,,,,,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
125,1,3,-2,2046,933,-1337,-2818,-2776,-1962,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,7,3,0,0,0,0,1460,8055,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
126,,,,,,,,,,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
127,1,3,-2046,-2,469,-1173,-2872,-2851,580,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,3,4,0,0,0,0,392,8055,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
128,,,,,,,,,,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
129,1,3,2,-2046,1043,-283,-2879,-2865,1963,3,-2855,-2860,0,0,0,254,0,0,0,0,0,1,0,1,5,0,0,0,0,91,8055,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
130,,,,,,,,,,0,2882,2849,0,0,1,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
131,1,3,2046,2,736,1322,-2833,-2833,-577,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,1,4,0,0,0,0,-211,8165,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
132,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
133,1,3,-2,2046,-1436,488,-2706,-2745,-1963,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,0,3,0,0,0,0,-652,8165,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
134,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
135,1,3,-2046,-2,-853,-1388,-2473,-2582,574,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,-4,2,0,0,0,0,-1092,8165,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
136,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
137,1,3,2,-2046,1534,-508,-2177,-2304,1964,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,-9,0,0,0,0,0,-1349,8165,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
138,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,1,1,2,1,0,1,0,0,0,0,0,1,0,8192
139,1,0,-2046,-2,834,1406,-1553,-1890,-574,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,-9,-3,0,0,0,0,-2205,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
140,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
141,1,0,2,-2046,-1534,509,-1223,-1352,-1964,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,-18,-4,0,0,0,0,-2804,8165,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
142,,,,,,,,,,0,2882,2849,0,0,0,254,0,0,0,0,0,1,0,,,0,0,0,0,,,0,0,2,1,0,1,0,0,0,0,0,1,0,8192
