time,clk_1M024,rst_n_1M024,clk_16M384,rst_16M384,DAC_I,DAC_Q,DAC_bits,DAC_vld,pn_5,pn_4,DAC_bits_1,DAC_bits_0,ground,DAC_bits_X1,DAC_bits_X2
11278,1,1,1,0,-2046.0,-2.0,1.0,1.0,0,1,0,1,0,0,1
11279,1,1,0,0,2.0,-2046.0,1.0,1.0,0,1,0,1,0,0,1
11280,0,1,1,0,2.0,-2046.0,1.0,1.0,0,1,0,1,0,0,1
11281,0,1,0,0,2046.0,2.0,1.0,1.0,0,1,0,1,0,0,1
11282,0,1,1,0,2046.0,2.0,1.0,1.0,0,1,0,1,0,0,1
11283,0,1,0,0,2.0,-2046.0,2.0,1.0,0,1,1,0,0,1,0
11284,0,1,1,0,2.0,-2046.0,2.0,1.0,0,1,1,0,0,1,0
11285,0,1,0,0,2046.0,2.0,2.0,1.0,0,1,1,0,0,1,0
11286,0,1,1,0,2046.0,2.0,2.0,1.0,0,1,1,0,0,1,0
11287,0,1,0,0,-2.0,2046.0,2.0,1.0,0,1,1,0,0,1,0
11288,0,1,1,0,-2.0,2046.0,2.0,1.0,0,1,1,0,0,1,0
11289,0,1,0,0,-2046.0,-2.0,2.0,1.0,0,1,1,0,0,1,0
11290,0,1,1,0,-2046.0,-2.0,2.0,1.0,0,1,1,0,0,1,0
11291,0,1,0,0,2.0,-2046.0,2.0,1.0,0,1,1,0,0,1,0
11292,0,1,1,0,2.0,-2046.0,2.0,1.0,0,1,1,0,0,1,0
11293,0,1,0,0,2046.0,2.0,2.0,1.0,0,1,1,0,0,1,0
11294,0,1,1,0,2046.0,2.0,2.0,1.0,0,1,1,0,0,1,0
11295,0,1,0,0,-2.0,2046.0,2.0,1.0,0,1,1,0,0,1,0
11296,1,1,1,0,-2.0,2046.0,2.0,1.0,0,1,1,0,0,1,0
11297,1,1,0,0,-2046.0,-2.0,2.0,1.0,0,0,1,0,0,1,0
11298,1,1,1,0,-2046.0,-2.0,2.0,1.0,0,0,1,0,0,1,0
11299,1,1,0,0,2.0,-2046.0,2.0,1.0,0,0,1,0,0,1,0
11300,1,1,1,0,2.0,-2046.0,2.0,1.0,0,0,1,0,0,1,0
11301,1,1,0,0,2046.0,2.0,2.0,1.0,0,0,1,0,0,1,0
11302,1,1,1,0,2046.0,2.0,2.0,1.0,0,0,1,0,0,1,0
11303,1,1,0,0,-2.0,2046.0,2.0,1.0,0,0,1,0,0,1,0
11304,1,1,1,0,-2.0,2046.0,2.0,1.0,0,0,1,0,0,1,0
11305,1,1,0,0,-2046.0,-2.0,2.0,1.0,0,0,1,0,0,1,0
11306,1,1,1,0,-2046.0,-2.0,2.0,1.0,0,0,1,0,0,1,0
11307,1,1,0,0,2.0,-2046.0,2.0,1.0,0,0,1,0,0,1,0
11308,1,1,1,0,2.0,-2046.0,2.0,1.0,0,0,1,0,0,1,0
11309,1,1,0,0,2046.0,2.0,2.0,1.0,0,0,1,0,0,1,0
11310,1,1,1,0,2046.0,2.0,2.0,1.0,0,0,1,0,0,1,0
11311,1,1,0,0,-2.0,2046.0,2.0,1.0,0,0,1,0,0,1,0
