time,clk_1M024,rst_n_1M024,clk_16M384,rst_16M384,DAC_I,DAC_Q,DAC_bits,DAC_vld,pn_5,pn_4,DAC_bits_1,DAC_bits_0,ground,DAC_bits_X1,DAC_bits_X2
27224,0,1,1,0,-2046.0,-2.0,0.0,1.0,1,0,0,0,0,1,0
27225,0,1,0,0,2.0,-2046.0,0.0,1.0,1,0,0,0,0,1,0
27226,0,1,1,0,2.0,-2046.0,0.0,1.0,1,0,0,0,0,1,0
27227,0,1,0,0,2046.0,2.0,0.0,1.0,1,0,0,0,0,1,0
27228,0,1,1,0,2046.0,2.0,0.0,1.0,1,0,0,0,0,1,0
27229,0,1,0,0,-2.0,2046.0,0.0,1.0,1,0,0,0,0,1,0
27230,0,1,1,0,-2.0,2046.0,0.0,1.0,1,0,0,0,0,1,0
27231,0,1,0,0,-2046.0,-2.0,0.0,1.0,1,0,0,0,0,1,0
27232,1,1,1,0,-2046.0,-2.0,0.0,1.0,1,0,0,0,0,1,0
27233,1,1,0,0,2.0,-2046.0,0.0,1.0,1,1,0,0,0,1,0
27234,1,1,1,0,2.0,-2046.0,0.0,1.0,1,1,0,0,0,1,0
27235,1,1,0,0,2046.0,2.0,0.0,1.0,1,1,0,0,0,1,0
27236,1,1,1,0,2046.0,2.0,0.0,1.0,1,1,0,0,0,1,0
27237,1,1,0,0,-2.0,2046.0,0.0,1.0,1,1,0,0,0,1,0
27238,1,1,1,0,-2.0,2046.0,0.0,1.0,1,1,0,0,0,1,0
27239,1,1,0,0,-2046.0,-2.0,0.0,1.0,1,1,0,0,0,1,0
27240,1,1,1,0,-2046.0,-2.0,0.0,1.0,1,1,0,0,0,1,0
27241,1,1,0,0,2.0,-2046.0,0.0,1.0,1,1,0,0,0,1,0
27242,1,1,1,0,2.0,-2046.0,0.0,1.0,1,1,0,0,0,1,0
27243,1,1,0,0,2046.0,2.0,0.0,1.0,1,1,0,0,0,1,0
27244,1,1,1,0,2046.0,2.0,0.0,1.0,1,1,0,0,0,1,0
27245,1,1,0,0,-2.0,2046.0,0.0,1.0,1,1,0,0,0,1,0
27246,1,1,1,0,-2.0,2046.0,0.0,1.0,1,1,0,0,0,1,0
27247,1,1,0,0,-2046.0,-2.0,0.0,1.0,1,1,0,0,0,1,0
27248,0,1,1,0,-2046.0,-2.0,0.0,1.0,1,1,0,0,0,1,0
27249,0,1,0,0,2.0,-2046.0,0.0,1.0,1,1,0,0,0,1,0
27250,0,1,1,0,2.0,-2046.0,0.0,1.0,1,1,0,0,0,1,0
27251,0,1,0,0,-2046.0,-2.0,3.0,1.0,1,1,1,1,0,0,1
27252,0,1,1,0,-2046.0,-2.0,3.0,1.0,1,1,1,1,0,0,1
27253,0,1,0,0,2.0,-2046.0,3.0,1.0,1,1,1,1,0,0,1
27254,0,1,1,0,2.0,-2046.0,3.0,1.0,1,1,1,1,0,0,1
27255,0,1,0,0,2046.0,2.0,3.0,1.0,1,1,1,1,0,0,1
27256,0,1,1,0,2046.0,2.0,3.0,1.0,1,1,1,1,0,0,1
27257,0,1,0,0,-2.0,2046.0,3.0,1.0,1,1,1,1,0,0,1
27258,0,1,1,0,-2.0,2046.0,3.0,1.0,1,1,1,1,0,0,1
27259,0,1,0,0,-2046.0,-2.0,3.0,1.0,1,1,1,1,0,0,1
27260,0,1,1,0,-2046.0,-2.0,3.0,1.0,1,1,1,1,0,0,1
27261,0,1,0,0,2.0,-2046.0,3.0,1.0,1,1,1,1,0,0,1
27262,0,1,1,0,2.0,-2046.0,3.0,1.0,1,1,1,1,0,0,1
27263,0,1,0,0,2046.0,2.0,3.0,1.0,1,1,1,1,0,0,1
