x-axis,1,2
second,Volt,Volt
+14.20000E-06,,
+14.22500E-06,-513.81903887E-03,+32.52392125130E+00
+14.25000E-06,-915.82909226E-03,+33.32794135809E+00
+14.27500E-06,-513.81903887E-03,+22.87567996979E+00
+14.30000E-06,-915.82909226E-03,+14.83547890186E+00
+14.32500E-06,-915.82909226E-03,+9.20733815432E+00
+14.35000E-06,-915.82909226E-03,+5.99125772715E+00
+14.37500E-06,-915.82909226E-03,+4.18221248686E+00
+14.40000E-06,-915.82909226E-03,+2.77517729998E+00
+14.42500E-06,-915.82909226E-03,+1.16713708639E+00
+14.45000E-06,-815.32657891E-03,+1.16713708639E+00
+14.47500E-06,-513.81903887E-03,+363.11697960E-03
+14.50000E-06,-815.32657891E-03,+564.12200630E-03
+14.52500E-06,-815.32657891E-03,+363.11697960E-03
+14.55000E-06,-915.82909226E-03,+363.11697960E-03
+14.57500E-06,-915.82909226E-03,-440.90312719E-03
+14.60000E-06,-915.82909226E-03,+162.11195289E-03
+14.62500E-06,-915.82909226E-03,-440.90312719E-03
+14.65000E-06,-513.81903887E-03,-239.89810049E-03
+14.67500E-06,-915.82909226E-03,+363.11697960E-03
+14.70000E-06,-915.82909226E-03,-440.90312719E-03
+14.72500E-06,-513.81903887E-03,-440.90312719E-03
+14.75000E-06,-915.82909226E-03,+4.38321751356E+00
+14.77500E-06,-513.81903887E-03,+14.83547890186E+00
+14.80000E-06,-915.82909226E-03,+20.46361964941E+00
+14.82500E-06,+7.62688454241E+00,+24.48372018337E+00
+14.85000E-06,+10.23994988947E+00,+27.69980061054E+00
+14.87500E-06,+5.81783930212E+00,+29.30784082413E+00
+14.90000E-06,+3.90829154849E+00,+30.91588103771E+00
+14.92500E-06,+2.70226138830E+00,+31.71990114450E+00
+14.95000E-06,+1.09422117472E+00,+32.32291622458E+00
+14.97500E-06,+692.21112132E-03,+32.52392125130E+00
+15.00000E-06,+290.20106792E-03,+32.52392125130E+00
+15.02500E-06,-111.80898547E-03,+32.52392125130E+00
+15.05000E-06,-513.81903887E-03,+32.72492627801E+00
+15.07500E-06,-513.81903887E-03,+32.52392125130E+00
+15.10000E-06,-513.81903887E-03,+33.32794135809E+00
+15.12500E-06,-513.81903887E-03,+33.32794135809E+00
+15.15000E-06,-513.81903887E-03,+33.32794135809E+00
+15.17500E-06,-815.32657890E-03,+33.32794135809E+00
+15.20000E-06,-513.81903887E-03,+33.32794135809E+00
+15.22500E-06,-915.82909226E-03,+32.52392125130E+00
+15.25000E-06,-513.81903887E-03,+32.72492627802E+00
