x-axis,1,2
second,Volt,Volt
-60.800E-06,-1.329145618E+00,-440.903127E-03
-60.700E-06,-1.027638078E+00,-440.903127E-03
-60.600E-06,-1.530150644E+00,-440.903127E-03
-60.500E-06,-1.027638078E+00,+363.116980E-03
-60.400E-06,-1.027638078E+00,-440.903127E-03
-60.300E-06,-1.027638078E+00,-440.903127E-03
-60.200E-06,-1.831658185E+00,-440.903127E-03
-60.100E-06,-1.329145618E+00,-440.903127E-03
-60.000E-06,-1.027638078E+00,-440.903127E-03
-59.900E-06,-1.329145618E+00,-440.903127E-03
-59.800E-06,-1.530150644E+00,+61.609440E-03
-59.700E-06,-1.329145618E+00,+61.609440E-03
-59.600E-06,-1.027638078E+00,-440.903127E-03
-59.500E-06,-1.027638078E+00,-943.415694E-03
-59.400E-06,-1.831658185E+00,-440.903127E-03
-59.300E-06,-1.329145618E+00,-139.395587E-03
-59.200E-06,-1.027638078E+00,+363.116980E-03
-59.100E-06,-1.831658185E+00,-440.903127E-03
-59.000E-06,-1.530150644E+00,+363.116980E-03
-58.900E-06,-1.831658185E+00,-440.903127E-03
-58.800E-06,-1.530150644E+00,-440.903127E-03
-58.700E-06,-1.329145618E+00,-440.903127E-03
-58.600E-06,-1.831658185E+00,+61.609440E-03
-58.500E-06,-1.329145618E+00,+363.116980E-03
-58.400E-06,-1.329145618E+00,-440.903127E-03
-58.300E-06,-1.831658185E+00,+363.116980E-03
-58.200E-06,-1.831658185E+00,+363.116980E-03
-58.100E-06,-1.027638078E+00,+61.609440E-03
-58.000E-06,-1.831658185E+00,-943.415694E-03
-57.900E-06,-1.329145618E+00,-440.903127E-03
-57.800E-06,-1.027638078E+00,-440.903127E-03
-57.700E-06,-1.530150644E+00,-440.903127E-03
-57.600E-06,-1.329145618E+00,-742.410667E-03
-57.500E-06,-1.329145618E+00,-440.903127E-03
-57.400E-06,-1.831658185E+00,-440.903127E-03
-57.300E-06,-1.329145618E+00,-440.903127E-03
-57.200E-06,-1.329145618E+00,-440.903127E-03
-57.100E-06,-1.831658185E+00,-139.395587E-03
-57.000E-06,-1.027638078E+00,-440.903127E-03
-56.900E-06,-1.530150644E+00,-440.903127E-03
-56.800E-06,-1.329145618E+00,+363.116980E-03
-56.700E-06,-1.329145618E+00,-440.903127E-03
-56.600E-06,-1.831658185E+00,-440.903127E-03
-56.500E-06,-1.027638078E+00,+61.609440E-03
-56.400E-06,-1.027638078E+00,+363.116980E-03
-56.300E-06,-1.530150644E+00,-440.903127E-03
-56.200E-06,-1.831658185E+00,-440.903127E-03
