x-axis,1,2
second,Volt,Volt
+14.20000E-06,,
+14.22500E-06,-1.83165818453E+00,+162.11195290E-03
+14.25000E-06,-1.22864310444E+00,+363.11697960E-03
+14.27500E-06,-1.83165818453E+00,+162.11195290E-03
+14.30000E-06,-1.22864310444E+00,-239.89810049E-03
+14.32500E-06,-1.02763807774E+00,-239.89810049E-03
+14.35000E-06,-1.02763807774E+00,-440.90312719E-03
+14.37500E-06,-1.02763807774E+00,-440.90312719E-03
+14.40000E-06,-1.22864310444E+00,+363.11697960E-03
+14.42500E-06,-1.83165818453E+00,+363.11697960E-03
+14.45000E-06,-1.02763807774E+00,-440.90312719E-03
+14.47500E-06,-1.02763807774E+00,+162.11195290E-03
+14.50000E-06,-1.83165818453E+00,-440.90312719E-03
+14.52500E-06,-1.83165818453E+00,-440.90312719E-03
+14.55000E-06,-1.83165818453E+00,+162.11195289E-03
+14.57500E-06,-1.83165818453E+00,-239.89810049E-03
+14.60000E-06,-1.83165818453E+00,-239.89810049E-03
+14.62500E-06,-1.22864310444E+00,-440.90312719E-03
+14.65000E-06,-1.02763807774E+00,+363.11697960E-03
+14.67500E-06,-1.83165818453E+00,+162.11195289E-03
+14.70000E-06,-1.83165818453E+00,-440.90312719E-03
+14.72500E-06,-1.02763807774E+00,-440.90312719E-03
+14.75000E-06,-1.83165818453E+00,+7.80030296744E+00
+14.77500E-06,-1.02763807774E+00,+16.64452414216E+00
+14.80000E-06,-1.02763807774E+00,+22.87567996979E+00
+14.82500E-06,-1.83165818453E+00,+26.09176039696E+00
+14.85000E-06,-1.02763807774E+00,+28.50382071733E+00
+14.87500E-06,-1.83165818453E+00,+30.11186093092E+00
+14.90000E-06,+3.79648256302E+00,+30.91588103771E+00
+14.92500E-06,+10.83165849744E+00,+31.71990114450E+00
+14.95000E-06,+7.01256299019E+00,+32.52392125130E+00
+14.97500E-06,+3.19346748294E+00,+32.52392125130E+00
+15.00000E-06,+2.18844234943E+00,+32.52392125130E+00
+15.02500E-06,+580.40213585E-03,+33.32794135809E+00
+15.05000E-06,-223.61797094E-03,+32.72492627801E+00
+15.07500E-06,-223.61797094E-03,+33.32794135809E+00
+15.10000E-06,-1.02763807774E+00,+33.12693633137E+00
+15.12500E-06,-1.83165818453E+00,+32.52392125130E+00
+15.15000E-06,-1.02763807774E+00,+33.32794135809E+00
+15.17500E-06,-1.02763807774E+00,+32.52392125130E+00
+15.20000E-06,-1.63065315781E+00,+33.32794135809E+00
+15.22500E-06,-1.83165818453E+00,+33.32794135809E+00
